#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 09 05 16 50 203  9.4 11.9  1.83 12.90  4.99 999 1011.9 999.0  25.1 999.0 99.0 99.00
2012 09 05 17 50 204  9.8 11.1  1.75  5.88  4.99 999 1011.2 999.0  25.1 999.0 99.0 99.00
2012 09 05 18 50 207  9.1 10.6  1.75 12.12  5.06 999 1010.6 999.0  24.9 999.0 99.0 99.00
2012 09 05 19 50 207  8.7 10.0  1.60 12.90  5.08 999 1010.4 999.0  24.7 999.0 99.0 99.00
2012 09 05 20 50 204  7.7  9.2  1.52  5.56  5.14 999 1010.7 999.0  24.7 999.0 99.0 99.00
2012 09 05 21 50 202  7.5  8.7  1.61 12.12  5.34 999 1010.7 999.0  24.7 999.0 99.0 99.00
2012 09 05 22 50 208  7.1  8.4  1.53 11.43  5.34 999 1010.9 999.0  24.6 999.0 99.0 99.00
2012 09 05 23 50 207  5.8  6.9  1.49 12.90  5.52 999 1011.8 999.0  24.6 999.0 99.0 99.00
2012 09 06 00 50 199  5.7  6.6  1.61 12.90  6.11 999 1012.0 999.0  24.5 999.0 99.0 99.00
2012 09 06 01 50 201  4.7  5.5  1.60 12.12  6.08 999 1011.6 999.0  24.5 999.0 99.0 99.00
2012 09 06 02 50 256  5.4  7.5  1.57 12.90  6.33 999 1012.3 999.0  24.6 999.0 99.0 99.00
2012 09 06 03 50 285  3.6  4.9  1.49 11.43  6.22 999 1012.3 999.0  24.5 999.0 99.0 99.00
2012 09 06 04 50 280  1.9  2.6  1.38 11.43  6.42 999 1012.2 999.0  24.4 999.0 99.0 99.00
2012 09 06 05 50 157  1.7  2.3  1.41 12.12  6.53 999 1011.8 999.0  24.4 999.0 99.0 99.00
2012 09 06 06 50 245  0.2  0.5  1.40 12.12  6.93 999 1012.1 999.0  24.4 999.0 99.0 99.00
2012 09 06 07 50 180  0.1  0.3  1.42 12.90  7.37 999 1012.0 999.0  24.3 999.0 99.0 99.00
2012 09 06 08 50   5  0.6  1.2  1.38 10.81  6.98 999 1012.2 999.0  24.3 999.0 99.0 99.00
2012 09 06 09 50  61  1.1  1.6  1.42 11.43  7.11 999 1012.2 999.0  24.2 999.0 99.0 99.00
2012 09 06 10 50  37  3.8  4.9  1.48 12.90  7.09 999 1012.6 999.0  24.3 999.0 99.0 99.00
2012 09 06 11 50  97  2.7  3.6  1.47 12.90  7.23 999 1013.0 999.0  24.4 999.0 99.0 99.00
2012 09 06 12 50  14  7.5  9.2  1.29 12.90  6.25 999 1013.3 999.0  24.4 999.0 99.0 99.00
2012 09 06 13 50  96  0.4  1.4  1.42 12.90  6.34 999 1014.1 999.0  24.3 999.0 99.0 99.00
2012 09 06 14 50 163  2.6  3.6  1.36 12.90  7.08 999 1014.5 999.0  24.2 999.0 99.0 99.00
2012 09 06 15 50  92  3.1  4.2  1.38 12.12  7.69 999 1013.7 999.0  24.3 999.0 99.0 99.00
2012 09 06 16 50 130  3.4  4.5  1.41 12.12  7.79 999 1013.9 999.0  24.3 999.0 99.0 99.00
2012 09 06 17 50 149  3.6  4.6  1.43 12.12  8.36 999 1014.1 999.0  24.2 999.0 99.0 99.00
2012 09 06 18 50 287  5.2  6.6  1.52 12.12  8.55 999 1015.4 999.0  24.2 999.0 99.0 99.00
2012 09 06 19 50 188  3.7  4.7  1.25 11.43  7.98 999 1014.4 999.0  24.1 999.0 99.0 99.00
2012 09 06 20 50 104  3.8  5.3  1.53 12.12  8.38 999 1012.1 999.0  24.1 999.0 99.0 99.00
2012 09 06 21 50 332  1.1  2.6  1.34 11.43  8.17 999 1013.2 999.0  24.2 999.0 99.0 99.00
2012 09 06 22 50 272  4.2  5.4  1.23 10.81  8.08 999 1013.7 999.0  24.2 999.0 99.0 99.00
2012 09 06 23 50 263  1.9  2.4  1.17 12.12  7.65 999 1014.3 999.0  24.1 999.0 99.0 99.00
2012 09 07 00 50 283  2.2  3.0  1.31 11.43  8.21 999 1014.7 999.0  24.0 999.0 99.0 99.00
2012 09 07 01 50 308  3.9  4.8  1.29 11.43  7.41 999 1014.7 999.0  24.2 999.0 99.0 99.00
2012 09 07 02 50 303  4.0  5.0  1.21 10.81  7.62 999 1014.6 999.0  24.2 999.0 99.0 99.00
2012 09 07 03 50 303  3.5  4.2  0.97 12.90  6.85 999 1015.0 999.0  24.2 999.0 99.0 99.00
2012 09 07 04 50 324  4.5  5.4  0.94 10.00  6.81 999 1014.4 999.0  24.1 999.0 99.0 99.00
2012 09 07 05 50 324  4.4  5.1  0.89 10.81  6.70 999 1014.3 999.0  24.1 999.0 99.0 99.00
2012 09 07 06 50 327  3.6  4.3  0.93 10.00  6.54 999 1014.2 999.0  24.1 999.0 99.0 99.00
2012 09 07 07 50 321  2.9  3.5  0.83 12.12  6.19 999 1014.1 999.0  24.0 999.0 99.0 99.00
2012 09 07 08 50 333  1.9  2.4  0.96 10.81  7.32 999 1014.6 999.0  23.9 999.0 99.0 99.00
2012 09 07 09 50 360  0.9  1.4  0.99 11.43  7.62 999 1015.2 999.0  23.8 999.0 99.0 99.00
2012 09 07 10 50 145  1.4  2.1  1.14 11.43  8.73 999 1015.6 999.0  23.9 999.0 99.0 99.00
2012 09 07 11 50 168  1.9  2.5  1.34 11.43  9.26 999 1015.8 999.0  23.9 999.0 99.0 99.00
2012 09 07 12 50 174  3.2  3.8  1.40 12.12  9.61 999 1015.5 999.0  24.0 999.0 99.0 99.00
2012 09 07 13 50 182  2.9  3.8  1.33 12.12  9.57 999 1016.1 999.0  24.3 999.0 99.0 99.00
2012 09 07 14 50 179  4.3  5.0  1.26 12.90  9.08 999 1015.8 999.0  24.4 999.0 99.0 99.00
2012 09 07 15 50 190  2.6  3.1  1.26 13.79  9.26 999 1016.2 999.0  24.6 999.0 99.0 99.00
2012 09 07 16 50 187  3.7  4.4  1.13 13.79  8.95 999 1016.0 999.0  24.8 999.0 99.0 99.00
2012 09 07 17 50 208  3.7  4.3  1.06 11.43  8.45 999 1016.1 999.0  24.8 999.0 99.0 99.00
2012 09 07 18 50 191  4.1  4.7  1.09 12.12  8.76 999 1015.2 999.0  25.0 999.0 99.0 99.00
2012 09 07 19 50 189  3.8  4.5  1.10 12.90  8.69 999 1014.7 999.0  25.1 999.0 99.0 99.00
2012 09 07 20 50 210  2.6  3.1  1.16 12.12  8.97 999 1014.8 999.0  25.1 999.0 99.0 99.00
2012 09 07 21 50 195  3.3  3.7  1.36 12.12  9.47 999 1014.6 999.0  25.0 999.0 99.0 99.00
2012 09 07 22 50 185  3.7  4.3  1.22 12.90  8.88 999 1014.3 999.0  25.0 999.0 99.0 99.00
2012 09 07 23 50 171  4.5  5.4  1.42 12.12  9.40 999 1014.4 999.0  24.8 999.0 99.0 99.00
2012 09 08 00 50 172  3.8  4.6  1.52 12.90  9.35 999 1015.0 999.0  24.7 999.0 99.0 99.00
2012 09 08 01 50 161  4.1  5.0  1.37 12.12  8.61 999 1014.6 999.0  24.7 999.0 99.0 99.00
2012 09 08 02 50 154  5.3  6.6  1.32 12.12  8.17 999 1014.0 999.0  24.6 999.0 99.0 99.00
2012 09 08 03 50 153  6.7  8.2  1.50 11.43  7.93 999 1012.8 999.0  24.6 999.0 99.0 99.00
2012 09 08 04 50 153  6.9  8.6  1.29 12.12  6.29 999 1012.5 999.0  24.6 999.0 99.0 99.00
2012 09 08 05 50 158  5.7  6.7  1.43 11.43  6.33 999 1013.3 999.0  24.6 999.0 99.0 99.00
2012 09 08 06 50 150  6.9  7.9  1.43 13.79  6.21 999 1012.2 999.0  24.5 999.0 99.0 99.00
2012 09 08 07 50 155  6.6  7.5  1.36 13.79  5.83 999 1011.4 999.0  24.3 999.0 99.0 99.00
2012 09 08 08 50 159  5.9  7.0  1.47 12.90  6.13 999 1011.1 999.0  24.2 999.0 99.0 99.00
2012 09 08 09 50 163  5.6  6.7  1.43 10.81  6.18 999 1011.4 999.0  24.1 999.0 99.0 99.00
2012 09 08 10 50 160  6.0  7.1  1.56 11.43  6.60 999 1011.2 999.0  24.1 999.0 99.0 99.00
2012 09 08 11 50 160  6.9  8.1  1.40 10.81  5.89 999 1010.7 999.0  24.1 999.0 99.0 99.00
2012 09 08 12 50 171  7.0  8.1  1.46 11.43  5.75 999 1010.3 999.0  24.1 999.0 99.0 99.00
2012 09 08 13 50 177  6.7  7.9  1.41 12.90  5.61 999 1010.1 999.0  24.1 999.0 99.0 99.00
2012 09 08 14 50 178  8.3  9.7  1.51 12.12  5.54 999 1009.6 999.0  24.0 999.0 99.0 99.00
2012 09 08 15 50 180  9.5 12.2  1.33 12.90  4.75 999 1008.7 999.0  24.1 999.0 99.0 99.00
2012 09 08 16 50 185 10.3 11.7  1.44 12.90  4.67 999 1008.0 999.0  24.2 999.0 99.0 99.00
2012 09 08 17 50 190  9.2 11.1  1.44 12.12  4.55 999 1007.7 999.0  24.4 999.0 99.0 99.00
2012 09 08 18 50 190  8.6 10.4  1.45  4.76  4.56 999 1007.3 999.0  24.4 999.0 99.0 99.00
2012 09 08 19 50 189  9.1 12.1  1.54  5.00  4.72 999 1006.1 999.0  24.4 999.0 99.0 99.00
2012 09 08 20 50 181  9.8 11.9  1.60  5.26  4.61 999 1005.2 999.0  24.4 999.0 99.0 99.00
2012 09 08 21 50 185 10.0 12.1  1.56  5.88  4.55 999 1005.4 999.0  24.3 999.0 99.0 99.00
2012 09 08 22 50 195 10.0 12.1  1.71  5.56  4.90 999 1006.0 999.0  24.3 999.0 99.0 99.00
2012 09 08 23 50 319 11.8 14.5  1.68  6.25  4.99 999 1007.2 999.0  24.2 999.0 99.0 99.00
2012 09 09 00 50 332  8.4 10.1  1.68  5.88  4.83 999 1008.4 999.0  24.3 999.0 99.0 99.00
2012 09 09 01 50 323  9.6 11.6  1.79 12.12  4.83 999 1009.2 999.0  24.3 999.0 99.0 99.00
2012 09 09 02 50 336  7.3  9.0  1.79 10.81  5.29 999 1009.8 999.0  24.2 999.0 99.0 99.00
2012 09 09 03 50 342  7.0  8.3  1.61 11.43  5.21 999 1010.3 999.0  24.2 999.0 99.0 99.00
2012 09 09 04 50 344  7.9  9.7  1.68  6.25  5.67 999 1010.0 999.0  24.1 999.0 99.0 99.00
2012 09 09 05 50 357  7.0  8.7  1.48  6.67  5.20 999 1009.9 999.0  24.1 999.0 99.0 99.00
2012 09 09 06 50   3  7.7  9.6  1.48  7.14  5.19 999 1010.0 999.0  24.0 999.0 99.0 99.00
2012 09 09 07 50   3  7.9  9.5  1.37  7.14  4.81 999 1009.9 999.0  23.9 999.0 99.0 99.00
2012 09 09 08 50  18  6.4  7.5  1.32  6.67  4.87 999 1010.2 999.0  23.7 999.0 99.0 99.00
2012 09 09 09 50 357  6.9  8.6  1.29 12.12  5.13 999 1010.7 999.0  23.7 999.0 99.0 99.00
2012 09 09 10 50  11  5.1  6.2  1.27  6.25  5.19 999 1011.0 999.0  23.6 999.0 99.0 99.00
2012 09 09 11 50  19  5.0  6.0  1.28 12.12  5.34 999 1011.4 999.0  23.6 999.0 99.0 99.00
2012 09 09 12 50  12  4.6  6.1  1.26 11.43  5.60 999 1011.8 999.0  23.6 999.0 99.0 99.00
2012 09 09 13 50 358  5.6  7.2  1.19 12.12  5.41 999 1012.3 999.0  23.5 999.0 99.0 99.00
2012 09 09 14 50 353  5.6  7.0  1.31 10.00  5.62 999 1012.7 999.0  23.5 999.0 99.0 99.00
2012 09 09 15 50 354  4.7  5.6  1.25 11.43  5.90 999 1012.3 999.0  23.6 999.0 99.0 99.00
2012 09 09 16 50 346  4.5  5.9  1.13 11.43  5.45 999 1012.1 999.0  23.7 999.0 99.0 99.00
2012 09 09 17 50 330  5.0  6.3  1.18 11.43  5.62 999 1011.7 999.0  23.8 999.0 99.0 99.00
2012 09 09 18 50 331  6.1  8.0  1.00 12.12  5.20 999 1011.2 999.0  23.8 999.0 99.0 99.00
2012 09 09 19 50 333  7.1  8.3  1.11 12.12  5.04 999 1010.9 999.0  23.7 999.0 99.0 99.00
2012 09 09 20 50 338  7.1  8.8  1.05 10.81  4.79 999 1010.8 999.0  23.7 999.0 99.0 99.00
2012 09 09 21 50 329  7.0  8.4  1.10 11.43  5.00 999 1011.2 999.0  23.7 999.0 99.0 99.00
2012 09 09 22 50 328  7.0  8.3  1.03  9.09  4.45 999 1011.5 999.0  23.6 999.0 99.0 99.00
2012 09 09 23 50 330  6.9  8.6  0.94 10.81  4.44 999 1011.7 999.0  23.5 999.0 99.0 99.00
2012 09 10 00 50 324  6.4  7.5  0.99 12.12  4.86 999 1012.6 999.0  23.5 999.0 99.0 99.00
2012 09 10 01 50 339  4.5  5.8  1.10 10.81  5.50 999 1013.0 999.0  23.4 999.0 99.0 99.00
2012 09 10 02 50 340  2.0  5.1  1.21 11.43  6.74 999 1013.2 999.0  23.4 999.0 99.0 99.00
2012 09 10 03 50 335  5.3  6.7  1.02 12.90  5.78 999 1013.5 999.0  23.4 999.0 99.0 99.00
2012 09 10 04 50 330  6.7  8.2  1.21 12.12  5.81 999 1013.5 999.0  23.4 999.0 99.0 99.00
2012 09 10 05 50 342  8.6 10.4  1.18 12.90  5.42 999 1013.3 999.0  23.3 999.0 99.0 99.00
2012 09 10 06 50 345  7.6  8.9  1.18 12.90  4.76 999 1013.1 999.0  23.2 999.0 99.0 99.00
2012 09 10 07 50 351  7.7  9.8  1.29 12.12  4.83 999 1013.4 999.0  23.2 999.0 99.0 99.00
2012 09 10 08 50 345  8.1 10.1  1.32 12.12  4.68 999 1013.6 999.0  23.1 999.0 99.0 99.00
2012 09 10 09 50 342  9.0 10.7  1.35 13.79  4.68 999 1014.1 999.0  23.1 999.0 99.0 99.00
2012 09 10 10 50 351  9.9 11.4  1.31  4.76  4.25 999 1015.0 999.0  23.0 999.0 99.0 99.00
2012 09 10 11 50 360 11.1 13.8  1.57 12.90  4.55 999 1015.9 999.0  23.0 999.0 99.0 99.00
2012 09 10 12 50 351 10.6 12.3  1.78 12.90  4.71 999 1016.6 999.0  23.0 999.0 99.0 99.00
2012 09 10 13 50 357 10.9 13.1  1.97  4.76  4.76 999 1017.2 999.0  23.0 999.0 99.0 99.00
2012 09 10 14 50 354  9.8 11.4  1.94 11.43  4.86 999 1017.8 999.0  23.0 999.0 99.0 99.00
2012 09 10 15 50 349  9.2 11.4  1.75  5.88  4.91 999 1017.9 999.0  23.0 999.0 99.0 99.00
2012 09 10 16 50 335  7.0  9.1  1.68  5.88  4.86 999 1018.0 999.0  23.1 999.0 99.0 99.00
2012 09 10 17 50 329  7.9  9.9  1.64  5.56  4.98 999 1017.8 999.0  23.3 999.0 99.0 99.00
2012 09 10 18 50 322  8.7 10.9  1.51  5.88  4.69 999 1017.4 999.0  23.4 999.0 99.0 99.00
2012 09 10 19 50 332  9.4 11.3  1.57  5.88  4.88 999 1017.2 999.0  23.4 999.0 99.0 99.00
2012 09 10 20 50 332  9.8 11.7  1.58  5.88  4.86 999 1017.3 999.0  23.4 999.0 99.0 99.00
2012 09 10 21 50 331  8.9 11.3  1.59 10.81  4.76 999 1018.0 999.0  23.3 999.0 99.0 99.00
2012 09 10 22 50 328  9.1 11.4  1.54  4.55  4.70 999 1018.3 999.0  23.3 999.0 99.0 99.00
2012 09 10 23 50 328  9.3 11.1  1.53 11.43  4.96 999 1018.7 999.0  23.3 999.0 99.0 99.00
2012 09 11 00 50 321  9.5 11.1  1.47 10.00  4.78 999 1019.5 999.0  23.5 999.0 99.0 99.00
2012 09 11 01 50 352  9.0 11.7  1.46 12.12  4.54 999 1020.1 999.0  23.6 999.0 99.0 99.00
2012 09 11 02 50   4  9.8 12.4  1.42 12.12  4.42 999 1020.7 999.0  23.7 999.0 99.0 99.00
2012 09 11 03 50 360  9.1 10.7  1.47 12.12  4.52 999 1021.5 999.0  23.8 999.0 99.0 99.00
2012 09 11 04 50   6  8.7 12.6  1.69 12.12  4.81 999 1021.8 999.0  23.8 999.0 99.0 99.00
2012 09 11 05 50   6  8.9 10.6  1.58 11.43  4.78 999 1022.0 999.0  23.7 999.0 99.0 99.00
2012 09 11 06 50  12  9.1 11.1  1.71 11.43  4.96 999 1022.0 999.0  23.6 999.0 99.0 99.00
2012 09 11 07 50   3  8.2 10.6  1.53 10.81  4.82 999 1022.4 999.0  23.5 999.0 99.0 99.00
2012 09 11 08 50   6  7.4  9.7  1.40  5.88  4.69 999 1022.8 999.0  23.5 999.0 99.0 99.00
2012 09 11 09 50 355  7.7 10.3  1.51  5.56  4.90 999 1023.5 999.0  23.4 999.0 99.0 99.00
2012 09 11 10 50 349  8.9 11.2  1.40 12.90  4.86 999 1024.3 999.0  23.3 999.0 99.0 99.00
2012 09 11 11 50   2  8.0 10.4  1.29  4.76  4.27 999 1025.2 999.0  23.3 999.0 99.0 99.00
2012 09 11 12 50 359  8.0  9.6  1.38 12.90  4.70 999 1025.8 999.0  23.3 999.0 99.0 99.00
2012 09 11 13 50   3  8.0 10.8  1.39 12.12  4.68 999 1026.5 999.0  23.3 999.0 99.0 99.00
2012 09 11 14 50  11  7.7  9.2  1.59 12.90  5.08 999 1027.0 999.0  23.3 999.0 99.0 99.00
2012 09 11 15 50   8  6.8  8.7  1.54  5.88  4.97 999 1027.1 999.0  23.4 999.0 99.0 99.00
2012 09 11 16 50   2  6.5  8.9  1.47  6.25  5.00 999 1027.0 999.0  23.4 999.0 99.0 99.00
2012 09 11 17 50   5  5.2  6.8  1.37  6.25  4.95 999 1026.7 999.0  23.4 999.0 99.0 99.00
2012 09 11 18 50 340  3.1  4.6  1.43  6.25  5.27 999 1026.3 999.0  23.5 999.0 99.0 99.00
2012 09 11 19 50 321  3.1  4.8  1.28  5.56  5.30 999 1026.1 999.0  23.5 999.0 99.0 99.00
2012 09 11 20 50   4  1.9  2.9  1.22 10.00  5.62 999 1026.1 999.0  23.5 999.0 99.0 99.00
2012 09 11 21 50  39  1.9  2.5  1.13 10.81  5.70 999 1026.1 999.0  23.3 999.0 99.0 99.00
2012 09 11 22 50  85  1.4  2.4  1.13 11.43  6.05 999 1026.3 999.0  23.2 999.0 99.0 99.00
2012 09 11 23 50 102  1.5  2.5  1.13 10.81  6.29 999 1026.4 999.0  23.2 999.0 99.0 99.00
2012 09 12 00 50  95  2.1  3.3  1.05 10.81  6.32 999 1027.0 999.0  23.2 999.0 99.0 99.00
2012 09 12 01 50 172  1.8  2.4  1.03 10.81  6.33 999 1027.3 999.0  23.3 999.0 99.0 99.00
2012 09 12 02 50 183  1.7  2.3  0.99 10.81  6.48 999 1027.5 999.0  23.3 999.0 99.0 99.00
2012 09 12 03 50 218  1.9  2.5  0.97 10.00  6.49 999 1027.8 999.0  23.2 999.0 99.0 99.00
2012 09 12 04 50 196  1.4  2.2  1.00 10.00  6.85 999 1027.7 999.0  23.2 999.0 99.0 99.00
2012 09 12 05 50 183  1.8  2.6  0.84  7.14  6.13 999 1027.6 999.0  23.1 999.0 99.0 99.00
2012 09 12 06 50 233  2.2  3.2  0.84  6.25  6.06 999 1027.6 999.0  23.1 999.0 99.0 99.00
2012 09 12 07 50 233  1.5  2.3  0.92 12.12  6.33 999 1027.7 999.0  23.0 999.0 99.0 99.00
2012 09 12 08 50 264  2.8  4.3  0.86 12.12  6.62 999 1027.8 999.0  23.1 999.0 99.0 99.00
2012 09 12 09 50 284  3.4  4.7  0.85 12.12  6.39 999 1028.1 999.0  23.0 999.0 99.0 99.00
2012 09 12 10 50 295  3.7  4.5  0.81 10.81  6.11 999 1028.7 999.0  23.0 999.0 99.0 99.00
2012 09 12 11 50 309  2.5  3.4  0.80 10.00  6.21 999 1029.2 999.0  23.0 999.0 99.0 99.00
2012 09 12 12 50 320  1.8  2.6  0.77 10.81  6.24 999 1029.5 999.0  23.0 999.0 99.0 99.00
2012 09 12 13 50 325  1.2  2.0  0.73 10.00  6.32 999 1030.2 999.0  23.1 999.0 99.0 99.00
2012 09 12 14 50 282  1.1  1.6  0.74 10.00  6.55 999 1030.3 999.0  23.5 999.0 99.0 99.00
2012 09 12 15 50 294  0.7  1.3  0.72 10.00  6.37 999 1030.2 999.0  23.9 999.0 99.0 99.00
2012 09 12 16 50  27  1.2  2.0  0.71  9.09  6.59 999 1030.1 999.0  24.5 999.0 99.0 99.00
2012 09 12 17 50 355  1.0  1.9  0.60 10.00  6.36 999 1029.9 999.0  24.8 999.0 99.0 99.00
2012 09 12 18 50 354  0.6  1.7  0.68  9.09  6.66 999 1029.3 999.0  25.0 999.0 99.0 99.00
2012 09 12 19 50  31  1.1  2.2  0.63 10.00  6.51 999 1028.9 999.0  25.0 999.0 99.0 99.00
2012 09 12 20 50  52  1.8  2.8  0.55 10.00  6.20 999 1028.9 999.0  25.3 999.0 99.0 99.00
2012 09 12 21 50  75  2.0  3.0  0.63  7.69  6.78 999 1029.0 999.0  24.5 999.0 99.0 99.00
2012 09 12 22 50  67  2.1  3.5  0.59 10.00  6.66 999 1028.8 999.0  24.2 999.0 99.0 99.00
2012 09 12 23 50  94  2.9  4.0  0.63 10.00  6.78 999 1028.9 999.0  23.9 999.0 99.0 99.00
2012 09 13 00 50 112  2.9  4.0  0.62  9.09  6.94 999 1029.1 999.0  23.6 999.0 99.0 99.00
2012 09 13 01 50  93  3.1  3.8  0.61 10.00  6.65 999 1029.4 999.0  23.4 999.0 99.0 99.00
2012 09 13 02 50 112  3.1  4.4  0.69  9.09  6.79 999 1029.4 999.0  23.4 999.0 99.0 99.00
2012 09 13 03 50 106  2.9  3.7  0.58 10.00  5.59 999 1029.4 999.0  23.4 999.0 99.0 99.00
2012 09 13 04 50 128  2.3  3.4  0.62 11.43  5.66 999 1029.4 999.0  23.8 999.0 99.0 99.00
2012 09 13 05 50 113  1.8  2.7  0.55 10.81  5.44 999 1029.4 999.0  23.8 999.0 99.0 99.00
2012 09 13 06 50 126  1.4  2.3  0.59 10.00  5.80 999 1029.2 999.0  23.8 999.0 99.0 99.00
2012 09 13 07 50 118  1.7  2.3  0.59  9.09  5.77 999 1028.8 999.0  23.7 999.0 99.0 99.00
2012 09 13 08 50  96  0.7  1.3  0.57  9.09  5.74 999 1028.7 999.0  23.2 999.0 99.0 99.00
2012 09 13 09 50  81  0.8  1.3  0.56 11.43  5.84 999 1029.0 999.0  23.0 999.0 99.0 99.00
2012 09 13 10 50  57  1.3  1.9  0.55 11.43  5.92 999 1029.3 999.0  23.2 999.0 99.0 99.00
2012 09 13 11 50  24  1.0  2.2  0.57 10.00  6.18 999 1029.6 999.0  23.2 999.0 99.0 99.00
2012 09 13 12 50  55  1.7  2.5  0.58 10.81  6.40 999 1029.8 999.0  23.2 999.0 99.0 99.00
2012 09 13 13 50  60  0.5  1.2  0.57  9.09  6.64 999 1030.3 999.0  23.2 999.0 99.0 99.00
2012 09 13 14 50  22  0.7  1.7  0.62  8.33  6.85 999 1030.3 999.0  23.6 999.0 99.0 99.00
2012 09 13 15 50  30  0.6  2.0  0.64 11.43  6.42 999 1030.3 999.0  24.0 999.0 99.0 99.00
2012 09 13 16 50  32  1.0  1.7  0.61 11.43  6.46 999 1029.8 999.0  24.4 999.0 99.0 99.00
2012 09 13 17 50  49  0.6  1.4  0.64 11.43  6.74 999 1029.2 999.0  24.9 999.0 99.0 99.00
2012 09 13 18 50  45  1.2  2.0  0.64 10.81  6.50 999 1028.5 999.0  25.3 999.0 99.0 99.00
2012 09 13 19 50  37  0.8  1.7  0.65 10.81  6.41 999 1028.1 999.0  25.4 999.0 99.0 99.00
2012 09 13 20 50  42  0.8  1.6  0.60  8.33  5.96 999 1027.6 999.0  25.4 999.0 99.0 99.00
2012 09 13 21 50  68  1.4  2.3  0.65 10.81  6.14 999 1027.4 999.0  25.1 999.0 99.0 99.00
2012 09 13 22 50  95  2.1  3.0  0.63 11.43  6.14 999 1027.2 999.0  24.8 999.0 99.0 99.00
2012 09 13 23 50  94  3.1  3.8  0.60 12.12  6.13 999 1027.0 999.0  24.3 999.0 99.0 99.00
2012 09 14 00 50 100  2.2  2.6  0.64 11.43  6.52 999 1027.3 999.0  23.9 999.0 99.0 99.00
2012 09 14 01 50 122  3.2  4.4  0.60 11.43  6.18 999 1027.0 999.0  23.8 999.0 99.0 99.00
2012 09 14 02 50 128  3.0  3.8  0.66 10.81  6.16 999 1027.1 999.0  23.7 999.0 99.0 99.00
2012 09 14 03 50 154  2.5  4.0  0.67 10.81  6.49 999 1027.0 999.0  23.5 999.0 99.0 99.00
2012 09 14 04 50 191  1.7  2.5  0.59 11.43  6.06 999 1026.8 999.0  23.4 999.0 99.0 99.00
2012 09 14 05 50 150  0.7  1.4  0.62 10.81  6.54 999 1026.6 999.0  23.3 999.0 99.0 99.00
2012 09 14 06 50 280  1.4  2.2  0.59 10.00  6.29 999 1026.5 999.0  23.2 999.0 99.0 99.00
2012 09 14 07 50 336  1.0  2.2  0.63 10.81  6.61 999 1026.0 999.0  23.3 999.0 99.0 99.00
2012 09 14 08 50 328  1.1  2.2  0.54 10.81  6.19 999 1025.8 999.0  23.0 999.0 99.0 99.00
2012 09 14 09 50 327  2.4  3.1  0.71 10.81  7.33 999 1025.7 999.0  23.0 999.0 99.0 99.00
2012 09 14 10 50 334  3.2  3.9  0.66 10.81  6.82 999 1025.6 999.0  23.0 999.0 99.0 99.00
2012 09 14 11 50 348  3.1  4.2  0.64 11.43  6.93 999 1025.7 999.0  23.1 999.0 99.0 99.00
2012 09 14 12 50 338  3.2  4.0  0.62 10.81  6.41 999 1025.8 999.0  23.1 999.0 99.0 99.00
2012 09 14 13 50 346  2.8  3.7  0.65 10.00  6.48 999 1025.8 999.0  23.1 999.0 99.0 99.00
2012 09 14 14 50 360  2.3  3.3  0.67 10.00  6.54 999 1025.7 999.0  23.4 999.0 99.0 99.00
2012 09 14 15 50 358  2.3  3.4  0.72  6.67  6.59 999 1025.4 999.0  23.6 999.0 99.0 99.00
2012 09 14 16 50  42  1.8  2.3  0.62 10.00  6.22 999 1024.9 999.0  24.1 999.0 99.0 99.00
2012 09 14 17 50  65  1.7  2.3  0.74 10.00  6.48 999 1024.2 999.0  24.2 999.0 99.0 99.00
2012 09 14 18 50  87  2.7  3.9  0.65 10.81  6.06 999 1023.3 999.0  24.3 999.0 99.0 99.00
2012 09 14 19 50  99  2.8  4.1  0.68 10.00  5.95 999 1022.9 999.0  24.1 999.0 99.0 99.00
2012 09 14 20 50 108  3.7  4.7  0.67 10.00  5.81 999 1022.5 999.0  24.3 999.0 99.0 99.00
2012 09 14 21 50 121  3.8  4.4  0.68  9.09  5.87 999 1022.3 999.0  23.9 999.0 99.0 99.00
2012 09 14 22 50 151  3.2  4.0  0.64  8.33  5.71 999 1022.3 999.0  23.8 999.0 99.0 99.00
2012 09 14 23 50 177  3.9  4.5  0.69  7.69  5.85 999 1022.1 999.0  23.5 999.0 99.0 99.00
2012 09 15 00 50 190  4.2  4.9  0.64  9.09  5.72 999 1021.9 999.0  23.3 999.0 99.0 99.00
2012 09 15 01 50 199  4.6  5.2  0.64  7.69  5.83 999 1021.8 999.0  23.4 999.0 99.0 99.00
2012 09 15 02 50 214  4.3  5.1  0.67  7.14  5.85 999 1021.6 999.0  23.4 999.0 99.0 99.00
2012 09 15 03 50 221  4.3  5.1  0.74  9.09  5.90 999 1021.5 999.0  23.3 999.0 99.0 99.00
2012 09 15 04 50 225  4.5  5.3  0.70  6.67  5.64 999 1020.9 999.0  23.3 999.0 99.0 99.00
2012 09 15 05 50 227  5.2  6.1  0.79  7.69  5.56 999 1020.6 999.0  23.2 999.0 99.0 99.00
2012 09 15 06 50 240  5.8  6.8  0.79  9.09  5.09 999 1020.2 999.0  23.2 999.0 99.0 99.00
