YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 09 12 330  6.7  8.3  0.75  3.33  3.52 999 1021.8   1.4   7.2  -4.4 99.0 99.00
2004 01 09 13 360  7.1  9.1  0.72  3.45  3.47 999 1022.3   0.6   7.2  -4.9 99.0 99.00
2004 01 09 14 350  6.1  8.0  0.68  3.33  3.50 999 1023.0   0.3   7.3  -4.8 99.0 99.00
2004 01 09 15 351  6.6  8.0  0.66  3.85  3.60 999 1023.1  -0.2   7.5  -4.0 99.0 99.00
2004 01 09 16   6  7.1  8.8  0.70  3.85  3.63 999 1022.7   0.4   7.6  -6.2 99.0 99.00
2004 01 09 17 358  6.1  7.8  0.62  3.45  3.40 999 1022.3   0.5   7.7  -6.8 99.0 99.00
2004 01 09 18  18  7.8 10.8  0.61  3.33  3.40 999 1021.6   0.6   7.5  -5.6 99.0 99.00
2004 01 09 19  30 10.0 12.5  0.79  3.45  3.37 999 1021.4  -0.1   7.5  -3.2 99.0 99.00
2004 01 09 20  25  9.6 11.9  1.18  4.00  3.83 999 1021.9  -0.8   7.6  -4.7 99.0 99.00
2004 01 09 21  32  9.3 11.0  1.56  5.26  4.25 999 1022.5  -1.0   7.7  -5.8 99.0 99.00
2004 01 09 22  28  8.7 12.1  1.78  6.67  4.74 999 1022.9  -1.1   7.9  -6.6 99.0 99.00
2004 01 09 23  25  9.2 11.6  1.78  6.67  4.93 999 1023.1  -1.4   8.0  -7.4 99.0 99.00
2004 01 10 00  21  9.7 12.9  1.65  6.25  4.63 999 1023.4  -1.7   8.1  -8.5 99.0 99.00
2004 01 10 01  22  9.8 11.7  1.59  6.25  4.51 999 1023.4  -2.3   7.9  -9.2 99.0 99.00
2004 01 10 02  19 10.4 13.5  1.60  6.25  4.63 999 1023.7  -3.0   7.8  -9.8 99.0 99.00
2004 01 10 03   9  9.0 11.8  1.65  6.25  4.59 999 1024.5  -3.7   7.7 -11.6 99.0 99.00
2004 01 10 04  14  9.7 11.5  1.78  6.25  4.76 999 1024.8  -4.4   7.7 -11.9 99.0 99.00
2004 01 10 05   8 10.0 13.7  1.73  6.25  4.63 999 1024.5  -5.1   7.6 -11.7 99.0 99.00
2004 01 10 06   9 10.0 12.3  1.67  6.25  4.78 999 1024.6  -5.6   7.6 -11.7 99.0 99.00
2004 01 10 07   9  9.5 12.4  1.69  7.14  4.80 999 1024.9  -6.0   7.6 -10.9 99.0 99.00
2004 01 10 08   8  9.9 14.2  1.74  6.67  4.79 999 1025.0  -6.3   7.6 -10.6 99.0 99.00
2004 01 10 09   6  9.6 12.6  1.80  6.67  4.81 999 1025.2  -6.8   7.5 -10.7 99.0 99.00
2004 01 10 10 359 10.1 12.1  1.79  6.25  4.75 999 1025.6  -7.5   7.6 -10.7 99.0 99.00
2004 01 10 11 359  9.4 12.0  1.82  6.67  4.78 999 1026.1  -7.9   7.6 -10.7 99.0 99.00
2004 01 10 12 359  9.5 12.8  1.72  6.25  4.80 999 1026.2  -8.5   7.6 -11.6 99.0 99.00
2004 01 10 13 356  9.2 11.6  1.68  6.25  4.72 999 1026.3  -8.9   7.6 -12.2 99.0 99.00
2004 01 10 14 355  9.9 12.7  1.71  6.25  4.79 999 1026.8  -9.0   7.6 -11.8 99.0 99.00
2004 01 10 15   5  9.1 12.2  1.75  5.88  4.65 999 1027.5  -9.1   7.5 -12.3 99.0 99.00
2004 01 10 16 354  8.0 10.5  1.65  6.25  4.52 999 1027.7  -8.9   7.5 -12.9 99.0 99.00
2004 01 10 17 350  8.1 10.5  1.57  6.25  4.50 999 1027.2  -9.1   7.5 -14.4 99.0 99.00
2004 01 10 18 343  8.4 10.7  1.48  5.88  4.48 999 1026.8  -8.6   7.6 -14.3 99.0 99.00
2004 01 10 19 350  8.1 10.2  1.52  6.25  4.60 999 1026.5  -8.4   7.5 -14.5 99.0 99.00
2004 01 10 20 352  8.4 10.6  1.37  6.25  4.33 999 1026.7  -7.8   7.5 -13.7 99.0 99.00
