YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 05 16 19 00 102  0.7  1.1  0.67  6.67  5.11 999 1013.9  15.1  14.4  12.0 99.0 99.00
2005 05 16 20 00  69  1.7  2.0  0.70  6.25  5.09 999 1013.6  16.2  15.3  11.3 99.0 99.00
2005 05 16 21 00 134  1.7  2.1  0.60  5.88  4.86 999 1013.6  15.7  15.2  12.6 99.0 99.00
2005 05 16 22 00 207  2.2  2.5  0.60  5.56  5.06 999 1014.0  15.5  15.0  13.5 99.0 99.00
2005 05 16 23 00 215  2.2  2.6  0.60  6.25  5.10 999 1014.3  15.3  15.1  13.5 99.0 99.00
2005 05 17 00 00 249  1.8  2.1  0.57  6.25  5.11 999 1015.1  14.9  14.9  13.8 99.0 99.00
2005 05 17 01 00 245  2.1  2.3  0.61  6.25  5.37 999 1015.8  14.7  14.4  13.2 99.0 99.00
2005 05 17 02 00 261  2.2  2.8  0.63  6.25  5.35 999 1016.4  14.5  14.4  12.8 99.0 99.00
2005 05 17 03 00 283  3.6  4.1  0.62  6.25  5.40 999 1016.5  14.9  13.8  12.1 99.0 99.00
2005 05 17 04 00 295  2.5  3.0  0.57  6.67  5.36 999 1016.9  14.8  13.8  11.4 99.0 99.00
2005 05 17 05 00 314  3.0  3.4 99.00 99.00 99.00 999 1017.0  14.6  13.5  11.2 99.0 99.00
2005 05 17 06 00 324  2.2  2.4 99.00 99.00 99.00 999 1016.9  14.3  13.7  11.3 99.0 99.00
2005 05 17 07 00 331  1.8  2.1  0.64  5.88  5.11 999 1016.7  14.1  13.2  11.6 99.0 99.00
2005 05 17 08 00 340  4.1  5.3  0.66  6.25  5.09 999 1016.7  14.7  13.2  11.5 99.0 99.00
2005 05 17 09 00 343  4.4  5.2  0.60  6.25  5.06 999 1016.9  14.3  13.1  10.4 99.0 99.00
2005 05 17 10 00 348  5.1  6.4  0.57  6.25  4.31 999 1017.8  13.9  12.9   8.8 99.0 99.00
2005 05 17 11 00 351  4.4  5.3  0.63  5.88  3.68 999 1018.6  13.5  12.8   9.1 99.0 99.00
2005 05 17 12 00 343  5.0  6.2  0.60  5.88  3.68 999 1019.4  13.5  12.8   8.8 99.0 99.00
2005 05 17 13 00   2  5.1  5.8  0.63  5.88  3.53 999 1019.6  13.5  12.9   9.0 99.0 99.00
2005 05 17 14 00  14  5.5  6.6  0.63  6.67  3.64 999 1019.8  13.4  13.3   8.6 99.0 99.00
2005 05 17 15 00  22  5.0  5.7  0.59  5.56  3.64 999 1020.1  13.3  13.3   9.0 99.0 99.00
2005 05 17 16 00  30  4.4  5.2  0.55  5.56  3.72 999 1020.1  13.2  13.5   9.7 99.0 99.00
2005 05 17 17 00  35  4.2  4.9  0.59  5.56  4.14 999 1019.9  13.0  13.6   9.5 99.0 99.00
2005 05 17 18 00  44  4.8  5.4  0.57 12.90  4.19 999 1019.6  12.5  13.6   9.6 99.0 99.00
2005 05 17 19 00  58  4.6  5.2  0.56 12.90  4.20 999 1019.3  12.2  13.6  10.2 99.0 99.00
2005 05 17 20 00  83  5.2  5.8  0.51 11.43  3.91 999 1018.6  12.2  13.5   9.9 99.0 99.00
2005 05 17 21 00  91  4.7  5.2  0.56 12.12  3.98 999 1018.6  12.1  13.3   9.7 99.0 99.00
2005 05 17 22 00 102  5.0  5.8  0.54 12.12  3.96 999 1018.4  12.2  13.3   9.6 99.0 99.00
2005 05 17 23 00 114  4.6  5.1  0.52 10.81  4.09 999 1018.6  12.2  13.3   9.7 99.0 99.00
2005 05 18 00 00 137  4.8  5.8  0.53 11.43  4.06 999 1018.9  12.0  13.2   9.7 99.0 99.00
2005 05 18 01 00 144  4.1  5.2  0.57 10.81  4.26 999 1019.0  11.9  13.2  10.0 99.0 99.00
2005 05 18 02 00 161  3.9  4.5  0.53 11.43  3.98 999 1019.4  12.0  13.1   9.7 99.0 99.00
2005 05 18 03 00 162  2.9  3.6  0.55 10.81  4.40 999 1019.2  12.2  13.1   9.4 99.0 99.00
2005 05 18 04 00 186  2.8  3.3  0.53 10.81  4.55 999 1019.3  12.2  13.1   9.8 99.0 99.00
2005 05 18 05 00 181  2.7  3.2  0.55 10.81  4.99 999 1019.0  12.5  13.1   9.7 99.0 99.00
2005 05 18 06 00 165  2.5  2.8  0.49 10.00  4.55 999 1018.8  12.5  13.1  10.2 99.0 99.00
2005 05 18 07 00 206  2.5  2.9  0.49 11.43  4.95 999 1018.9  12.5  13.0  10.6 99.0 99.00
2005 05 18 08 00 226  2.0  2.4  0.46 11.43  5.08 999 1018.7  12.6  13.0  10.7 99.0 99.00
2005 05 18 09 00 209  1.3  1.7  0.48 10.81  5.62 999 1018.3  12.7  12.9  10.9 99.0 99.00
2005 05 18 10 00 220  0.7  1.0  0.44 10.00  5.32 999 1018.9  12.6  13.0  10.9 99.0 99.00
2005 05 18 11 00 281  1.1  1.5  0.47 10.81  6.15 999 1019.7  13.0  13.0  11.6 99.0 99.00
2005 05 18 12 00  23  1.7  1.8  0.44 10.81  6.11 999 1019.8  13.2  13.1  11.9 99.0 99.00
2005 05 18 13 00 349  0.4  0.5  0.44 10.81  6.22 999 1020.5  13.5  13.4  12.1 99.0 99.00
2005 05 18 14 00  11  0.5  0.9  0.46 11.43  6.11 999 1020.4  14.3  13.8  10.8 99.0 99.00
2005 05 18 15 00  24  0.4  0.9  0.48 10.81  6.31 999 1020.6  14.5  14.7  11.7 99.0 99.00
2005 05 18 16 00 161  1.3  1.9  0.43 11.43  5.95 999 1020.3  14.8  14.7  11.0 99.0 99.00
2005 05 18 17 00 151  1.6  2.0  0.46  7.14  5.84 999 1019.8  14.9  16.3  11.0 99.0 99.00
2005 05 18 18 00 167  3.1  3.9  0.46 10.81  5.94 999 1019.2  15.2  15.2   9.8 99.0 99.00
2005 05 18 19 00 178  3.7  4.3  0.47 10.81  5.98 999 1018.5  14.9  14.8  11.5 99.0 99.00
2005 05 18 20 00 179  3.7  4.3  0.45 10.81  5.93 999 1018.0  14.7  14.5  11.5 99.0 99.00
2005 05 18 21 00 171  4.7  5.4  0.45 11.43  5.89 999 1017.7  14.3  14.3  10.2 99.0 99.00
2005 05 18 22 00 185  4.1  4.6  0.46 11.43  4.97 999 1017.7  14.2  14.4   9.6 99.0 99.00
2005 05 18 23 00 195  4.5  5.2  0.49 11.43  4.35 999 1017.6  14.1  13.7  10.3 99.0 99.00
2005 05 19 00 00 196  3.4  4.3  0.52  8.33  4.42 999 1018.1  13.9  13.7  11.3 99.0 99.00
2005 05 19 01 00 170  2.4  2.9  0.54 10.81  4.70 999 1018.4  13.7  13.7  11.5 99.0 99.00
2005 05 19 02 00 154  2.0  2.5  0.54 11.43  4.93 999 1019.1  13.6  13.7  11.6 99.0 99.00
2005 05 19 03 00 182  3.3  4.0  0.48 11.43  4.75 999 1018.9  13.6  13.5  11.2 99.0 99.00
2005 05 19 04 00 166  2.3  2.7  0.49 10.81  5.08 999 1018.9  13.5  13.4  11.8 99.0 99.00
2005 05 19 05 00 181  3.8  4.3  0.49 10.00  5.20 999 1018.7  13.2  13.4  12.0 99.0 99.00
2005 05 19 06 00 178  2.8  3.3  0.51 10.00  5.54 999 1018.5  13.5  13.4  12.2 99.0 99.00
2005 05 19 07 00 189  2.5  3.0  0.56 10.81  5.64 999 1018.3  13.3  13.4  12.6 99.0 99.00
2005 05 19 08 00 183  2.0  2.4  0.49 10.00  5.30 999 1018.1  13.4  13.5  12.4 99.0 99.00
2005 05 19 09 00 180  3.0  3.4  0.54 10.00  5.55 999 1018.0  13.3  13.4  12.1 99.0 99.00
2005 05 19 10 00 181  2.9  3.6  0.50 10.81  5.76 999 1018.3  13.2  13.3  12.3 99.0 99.00
2005 05 19 11 00 193  2.6  3.0  0.49 10.81  5.82 999 1018.9  13.4  13.4  12.3 99.0 99.00
2005 05 19 12 00 131  0.6  0.9  0.49 10.00  5.88 999 1019.4  14.0  13.4  12.2 99.0 99.00
2005 05 19 13 00  23  1.1  1.7  0.47 10.81  6.06 999 1019.9  13.9  13.9  12.5 99.0 99.00
2005 05 19 14 00  85  1.0  1.4  0.49 10.81  6.03 999 1019.9  14.5  14.3  12.1 99.0 99.00
2005 05 19 15 00 100  0.8  1.1  0.50 10.81  6.14 999 1019.7  14.5  14.7  11.9 99.0 99.00
2005 05 19 16 00 131  1.7  2.2  0.57 10.00  5.93 999 1019.6  14.3  15.5  11.9 99.0 99.00
2005 05 19 17 00  98  2.1  2.5  0.53  8.33  6.27 999 1019.2  14.5  15.7  11.5 99.0 99.00
2005 05 19 18 00  72  1.9  2.3  0.53 10.00  6.09 999 1019.0  14.8  16.2  10.8 99.0 99.00
2005 05 19 19 00 136  2.9  3.4  0.57 10.81  6.23 999 1018.8  15.0  15.5   9.6 99.0 99.00
2005 05 19 20 00 128  3.0  3.5  0.49 10.00  5.98 999 1018.4  14.6  14.9  11.2 99.0 99.00
2005 05 19 21 00 126  3.8  4.4  0.54  7.69  5.96 999 1017.7  14.5  14.8  11.7 99.0 99.00
2005 05 19 22 00 100  3.5  4.1  0.56  7.69  5.98 999 1017.8  14.5  14.5  10.7 99.0 99.00
2005 05 19 23 00 122  4.0  4.6  0.60 10.81  5.32 999 1017.6  14.4  14.5  11.8 99.0 99.00
2005 05 20 00 00 112  6.4  7.7  0.68 10.81  4.21 999 1017.7  13.6  14.2  12.4 99.0 99.00
2005 05 20 01 00 109  6.2  7.6  0.76 11.43  3.82 999 1017.9  13.4  14.1  11.8 99.0 99.00
2005 05 20 02 00 116  7.6  9.1  0.78 10.81  3.83 999 1017.4  13.4  13.9  11.1 99.0 99.00
2005 05 20 03 00 120  7.2  8.5  0.83  3.45  3.86 999 1017.6  13.6  13.7  10.1 99.0 99.00
2005 05 20 04 00 120  7.6  8.9  0.86  3.45  3.81 999 1017.2  13.6  13.8  11.0 99.0 99.00
2005 05 20 05 00 121  8.0 10.0  0.87  3.45  3.64 999 1016.6  13.4  13.7  10.7 99.0 99.00
2005 05 20 06 00 115  9.2 10.3  0.95  3.33  3.81 999 1015.2  13.4  13.5   9.8 99.0 99.00
2005 05 20 07 00 118  9.3 10.9  0.94  3.57  3.61 999 1014.4  13.3  13.3   9.8 99.0 99.00
2005 05 20 08 00 126  9.4 11.2  1.03  3.70  3.59 999 1014.1  12.1  13.1  10.4 99.0 99.00
2005 05 20 09 00 110 11.3 13.2  1.25  4.00  3.84 999 1013.1  11.2  12.9  10.5 99.0 99.00
2005 05 20 10 00 103 12.9 15.3 99.00 99.00 99.00 999 1012.3  11.4  12.7  10.7 99.0 99.00
2005 05 20 11 00  99 11.5 13.8  1.63  4.76  4.19 999 1012.4  11.6  12.6  10.9 99.0 99.00
2005 05 20 12 00  98 11.5 14.3  1.85  5.00  4.50 999 1012.1  11.6  12.5  10.9 99.0 99.00
2005 05 20 13 00  97 13.8 16.4  2.03  5.56  4.73 999 1011.3  11.4  12.5  10.7 99.0 99.00
2005 05 20 14 00  95 15.6 18.7  2.26  5.88  4.81 999 1010.3  11.1  12.5  10.4 99.0 99.00
2005 05 20 15 00  94 12.8 15.2  2.23  6.25  4.87 999 1010.0  11.4  12.4  10.7 99.0 99.00
2005 05 20 16 00  90 15.3 18.5  2.65  5.88  5.08 999 1007.5  11.2  12.4  10.5 99.0 99.00
2005 05 20 17 00  92 15.1 17.9  2.89  6.25  5.23 999 1006.7  11.0  12.3  10.4 99.0 99.00
2005 05 20 18 00 103 12.9 17.7  3.02  6.67  5.39 999 1005.7  11.7  12.1  11.0 99.0 99.00
2005 05 20 19 00 121 10.7 13.0  2.72  6.67  5.44 999 1005.3  12.6  12.1  11.9 99.0 99.00
2005 05 20 20 00  38  4.3  6.3  2.25  7.14  5.05 999 1006.3  13.4  12.1  12.7 99.0 99.00
2005 05 20 21 00  42 13.3 16.2  2.57  7.14  5.36 999 1005.4  10.9  12.0  10.2 99.0 99.00
2005 05 20 22 00  39 14.6 17.7  3.13  7.14  5.73 999 1005.1  10.8  12.0  10.1 99.0 99.00
2005 05 20 23 00  40 15.0 18.4  4.04  7.69  6.22 999 1004.9  10.9  12.0  10.2 99.0 99.00
2005 05 21 00 00  33 14.8 18.5  3.83  7.69  6.17 999 1005.5  11.1  12.1  10.2 99.0 99.00
2005 05 21 01 00  25 14.7 17.5  3.39  7.69  5.83 999 1006.7  11.4  12.1  10.2 99.0 99.00
2005 05 21 02 00  19 14.2 17.2  3.63  7.69  5.95 999 1007.8  11.4  11.9  10.2 99.0 99.00
2005 05 21 03 00  17 15.3 17.6  3.43  7.69  5.96 999 1007.9  11.4  11.6  10.1 99.0 99.00
2005 05 21 04 00  13 13.5 16.2  3.23  7.69  5.58 999 1008.1  11.4  11.4  10.4 99.0 99.00
2005 05 21 05 00   8 12.0 14.4  2.99  7.14  5.61 999 1008.3  11.3  11.2  10.2 99.0 99.00
2005 05 21 06 00   9 11.4 13.7  2.80  7.14  5.31 999 1008.4  11.1  10.7  10.0 99.0 99.00
2005 05 21 07 00   4 10.2 12.0  2.95  7.14  5.50 999 1008.5  11.3  10.6   9.9 99.0 99.00
2005 05 21 08 00   1 10.7 14.2  2.55  7.14  5.25 999 1008.7  11.4  10.5   9.3 99.0 99.00
2005 05 21 09 00 352 10.1 13.1  2.54  7.69  5.47 999 1008.9  11.2  10.5   9.1 99.0 99.00
2005 05 21 10 00 347  8.2 10.2  2.38  7.69  5.25 999 1009.9  10.6  10.5   9.1 99.0 99.00
2005 05 21 11 00 344  8.1  9.3  2.35  7.14  5.54 999 1010.8  10.6  10.5   9.0 99.0 99.00
2005 05 21 12 00 344  7.3  8.8  2.36  7.69  5.55 999 1011.1  10.5  10.5   9.0 99.0 99.00
2005 05 21 13 00 335  7.6  8.7  2.18  7.69  5.53 999 1011.5  10.5  10.6   8.6 99.0 99.00
2005 05 21 14 00 346  5.3  6.4  2.14  7.69  5.57 999 1012.1  11.3  10.6   8.7 99.0 99.00
2005 05 21 15 00 360  3.2  4.2  2.24  7.69  5.94 999 1012.4  11.6  10.9   8.9 99.0 99.00
2005 05 21 16 00 353  3.1  4.0  2.12  8.33  6.02 999 1012.1  11.7  11.3   9.2 99.0 99.00
2005 05 21 17 00 343  2.8  3.4  2.00  7.69  5.93 999 1012.2  12.0  11.5   9.0 99.0 99.00
2005 05 21 18 00 360  2.5  3.2  1.96  7.69  6.01 999 1012.4  12.5  12.0   8.2 99.0 99.00
2005 05 21 19 00 354  1.2  1.6  1.92  8.33  6.05 999 1012.2  12.6  12.3   8.3 99.0 99.00
2005 05 21 20 00  67  2.4  2.9  1.82  7.69  5.97 999 1011.8  12.6  12.4   7.9 99.0 99.00
2005 05 21 21 00 131  3.5  4.2  1.77  9.09  6.37 999 1011.3  12.6  12.7   8.4 99.0 99.00
2005 05 21 22 00 139  4.4  5.1  1.80  7.69  6.42 999 1010.9  12.6  12.5   8.3 99.0 99.00
2005 05 21 23 00 191  4.3  5.1  1.60  8.33  6.56 999 1011.2  12.4  12.2   8.6 99.0 99.00
2005 05 22 00 00 205  4.7  6.1  1.64  9.09  6.80 999 1011.3  12.2  12.0   8.6 99.0 99.00
2005 05 22 01 00 252  3.4  4.6  1.73 10.00  7.11 999 1012.4  12.2  12.0   9.0 99.0 99.00
2005 05 22 02 00 207  6.1  7.2  1.67  8.33  7.23 999 1012.0  11.9  11.9   8.8 99.0 99.00
2005 05 22 03 00 194  6.1  7.1  1.58  9.09  6.62 999 1012.0  11.6  11.6   8.5 99.0 99.00
2005 05 22 04 00 192  5.9  7.3  1.57  9.09  6.31 999 1011.6  11.4  11.5   8.7 99.0 99.00
2005 05 22 05 00 192  5.5  6.6  1.63  8.33  6.32 999 1011.2  11.3  11.5   9.0 99.0 99.00
2005 05 22 06 00 191  3.9  4.5  1.60 10.00  6.21 999 1011.1  11.2  11.4   9.1 99.0 99.00
2005 05 22 07 00 198  5.0  6.0  1.68  7.69  6.36 999 1010.0  11.2  11.3   9.3 99.0 99.00
2005 05 22 08 00 198  4.8  5.6  1.61  9.09  6.18 999 1009.5  11.3  11.3   9.4 99.0 99.00
2005 05 22 09 00 201  5.7  6.6  1.63  9.09  6.18 999 1008.9  11.7  11.3   9.3 99.0 99.00
2005 05 22 10 00 207  6.2  7.3  1.66  7.69  6.11 999 1008.4  11.6  11.3  10.0 99.0 99.00
2005 05 22 11 00 211  5.5  6.6  1.64  8.33  5.92 999 1008.4  11.4  11.2  10.6 99.0 99.00
2005 05 22 12 00 258  2.5  3.0  1.46  8.33  6.00 999 1008.5  12.0  11.2  11.6 99.0 99.00
2005 05 22 13 00 293  1.2  3.1  1.45  9.09  6.25 999 1008.2  11.9  11.3  11.2 99.0 99.00
2005 05 22 14 00 325  2.4  3.6  1.28  9.09  6.18 999 1008.4  12.0  11.3  11.2 99.0 99.00
2005 05 22 15 00 276  2.3  2.9  1.50  9.09  6.91 999 1008.3  12.1  11.6  11.5 99.0 99.00
2005 05 22 16 00 275  2.5  3.1  1.36  9.09  6.70 999 1007.9  12.5  12.2  11.8 99.0 99.00
2005 05 22 17 00 268  1.3  1.8  1.31  9.09  6.63 999 1007.6  13.1  12.8  12.1 99.0 99.00
2005 05 22 18 00 116  1.1  1.5  1.27  9.09  6.60 999 1007.1  13.7  12.1  11.0 99.0 99.00
2005 05 22 19 00 191  0.3  0.7  1.22  9.09  6.32 999 1006.7  14.3  14.4  10.2 99.0 99.00
2005 05 22 20 00 206  1.5  2.2  1.10  7.69  6.30 999 1006.6  14.5  14.3   9.8 99.0 99.00
2005 05 22 21 00 163  2.0  2.2  1.14  8.33  6.25 999 1006.1  14.2  14.2  11.3 99.0 99.00
2005 05 22 22 00 145  1.7  1.9  0.97  8.33  6.06 999 1006.0  14.2  13.8  11.4 99.0 99.00
2005 05 22 23 00 160  1.6  2.1  0.95  9.09  6.02 999 1006.2  14.3  13.9  10.8 99.0 99.00
2005 05 23 00 00 180  3.2  3.6  0.98  9.09  6.39 999 1006.2  14.1  13.6  11.7 99.0 99.00
2005 05 23 01 00 174  3.5  4.0  0.87  9.09  6.14 999 1006.1  13.7  13.4  11.5 99.0 99.00
2005 05 23 02 00 175  4.2  4.7  0.91  9.09  6.42 999 1006.1  13.2  12.8  11.2 99.0 99.00
2005 05 23 03 00 179  3.5  4.0  0.82  8.33  6.14 999 1006.2  13.2  12.3  10.7 99.0 99.00
2005 05 23 04 00 188  4.2  4.8  0.75 10.00  6.03 999 1005.9  13.2  12.7  10.2 99.0 99.00
2005 05 23 05 00 241  1.2  1.9  0.87  8.33  5.98 999 1006.4  12.7  12.5  10.4 99.0 99.00
2005 05 23 06 00 177  4.0  4.9  0.81  9.09  5.55 999 1004.9  12.8  12.6  10.3 99.0 99.00
2005 05 23 07 00 135  2.5  2.9  0.76  9.09  5.61 999 1004.6  12.9  12.4  10.4 99.0 99.00
2005 05 23 08 00 149  4.4  5.1  0.85  9.09  5.84 999 1003.7  12.8  12.4   9.7 99.0 99.00
2005 05 23 09 00  54  3.6  4.6  0.75  8.33  5.65 999 1003.8  12.6  12.4   9.6 99.0 99.00
2005 05 23 10 00  62  4.5  5.1  0.77  8.33  5.79 999 1003.2  12.4  12.2  10.2 99.0 99.00
2005 05 23 11 00  71  6.2  7.2  0.81 10.00  5.65 999 1002.6  11.7  12.0  10.4 99.0 99.00
2005 05 23 12 00  72  5.2  6.2  0.82  8.33  4.97 999 1002.7  11.7  11.7  10.2 99.0 99.00
2005 05 23 13 00  54  4.5  5.2  0.82  8.33  4.92 999 1002.8  11.8  11.8  10.2 99.0 99.00
2005 05 23 14 00  58  5.1  5.9  0.72  9.09  4.61 999 1002.4  11.8  11.6  10.1 99.0 99.00
2005 05 23 15 00  69  5.3  6.2  0.80 10.00  4.94 999 1002.4  12.1  11.6   9.9 99.0 99.00
2005 05 23 16 00  53  4.5  5.2  0.72 10.00  4.56 999 1002.8  12.0  11.6  10.1 99.0 99.00
2005 05 23 17 00  43  6.3  7.1  0.75 10.00  4.42 999 1002.5  11.7  11.7  10.2 99.0 99.00
2005 05 23 18 00  42  6.7  8.3  0.79 10.00  4.07 999 1001.9  11.6  11.8  10.1 99.0 99.00
2005 05 23 19 00  41  7.1  8.4  0.86  8.33  3.87 999 1001.6  11.6  11.8  10.1 99.0 99.00
2005 05 23 20 00  47  7.2  8.5  1.06  9.09  4.08 999 1001.8  11.8  11.9   9.7 99.0 99.00
2005 05 23 21 00  50  7.7  9.0  1.09  7.69  4.02 999 1002.0  11.8  11.7  10.3 99.0 99.00
2005 05 23 22 00  50  6.0  7.1  1.05  4.00  4.23 999 1002.0  11.7  11.6  10.6 99.0 99.00
2005 05 23 23 00  53  5.7  6.5  1.04  9.09  4.31 999 1001.9  11.5  11.6  10.1 99.0 99.00
2005 05 24 00 00  90  3.4  4.2  1.04  8.33  4.79 999 1002.1  11.4  11.5  10.0 99.0 99.00
2005 05 24 01 00  73  3.1  3.8  0.99 10.00  4.95 999 1002.3  11.4  11.5   9.9 99.0 99.00
2005 05 24 02 00  44  4.2  5.0  0.93  9.09  5.08 999 1002.4  11.5  11.5  10.1 99.0 99.00
2005 05 24 03 00  12  3.9  4.5  0.98 10.00  5.44 999 1002.7  11.6  11.6  10.1 99.0 99.00
2005 05 24 04 00  16  2.9  3.5  0.98  9.09  5.62 999 1002.4  11.7  11.7  10.3 99.0 99.00
2005 05 24 05 00  28  2.9  4.0  0.96  9.09  5.61 999 1002.1  11.7  11.7  10.2 99.0 99.00
2005 05 24 06 00  40  4.4  5.6  0.89  8.33  5.64 999 1001.4  11.5  11.8   9.8 99.0 99.00
2005 05 24 07 00  42  1.2  1.8  0.86  7.69  5.64 999 1001.2  11.2  11.8  10.0 99.0 99.00
2005 05 24 08 00  56  2.4  3.4  0.88  8.33  5.82 999 1000.9  11.3  11.7  10.2 99.0 99.00
2005 05 24 09 00  26  2.5  3.2  0.83  8.33  5.68 999 1001.3  11.3  11.7  10.1 99.0 99.00
2005 05 24 10 00  60  3.9  4.6  0.85  8.33  5.69 999 1001.4  11.3  11.6  10.1 99.0 99.00
2005 05 24 11 00  58  4.7  5.4  0.81  9.09  5.64 999 1002.2  11.3  11.5   9.7 99.0 99.00
2005 05 24 12 00  76  4.1  5.1  0.97  9.09  6.01 999 1002.8  11.3  11.5   9.5 99.0 99.00
2005 05 24 13 00  74  4.1  4.9  0.92  9.09  5.72 999 1003.3  11.4  11.5   9.7 99.0 99.00
2005 05 24 14 00  59  4.3  5.1  0.93  7.69  6.04 999 1003.8  11.3  11.6   9.9 99.0 99.00
2005 05 24 15 00  76  4.6  5.6  0.97 10.81  6.05 999 1004.2  11.3  11.6   9.9 99.0 99.00
2005 05 24 16 00  72  5.0  5.7  0.99  7.14  6.01 999 1004.0  11.5  11.7   9.8 99.0 99.00
2005 05 24 17 00  59  5.6  6.7  1.05 10.81  6.17 999 1004.3  11.6  11.7   9.6 99.0 99.00
2005 05 24 18 00  33  6.4  7.7  1.07 11.43  5.60 999 1004.8  11.4  11.7   9.9 99.0 99.00
2005 05 24 19 00  36  6.8  8.0  1.09 10.81  5.39 999 1004.9  11.5  11.8  10.1 99.0 99.00
2005 05 24 20 00  34  7.5  9.2  1.25 10.81  5.27 999 1005.2  11.5  11.8   9.9 99.0 99.00
2005 05 24 21 00  28  7.9  9.1  1.38 10.81  5.28 999 1005.4  11.6  11.8   9.6 99.0 99.00
2005 05 24 22 00  32  9.6 11.4  1.58 10.81  4.76 999 1005.5  11.5  11.8   9.8 99.0 99.00
2005 05 24 23 00  34  9.5 11.4  1.64 10.00  4.70 999 1006.3  11.5  11.8   9.8 99.0 99.00
2005 05 25 00 00  36 10.9 12.8  1.72  4.55  4.60 999 1006.9  11.3  11.8   9.6 99.0 99.00
2005 05 25 01 00  35 10.9 13.1  2.07  5.26  4.88 999 1007.3  10.8  11.8   9.1 99.0 99.00
2005 05 25 02 00  30 10.6 13.1  2.27  5.56  5.12 999 1007.3  10.6  11.6   9.4 99.0 99.00
2005 05 25 03 00  27 11.0 13.8  2.49  6.25  5.36 999 1006.9  10.4  11.4   8.9 99.0 99.00
2005 05 25 04 00  17 11.7 13.9  2.89  6.67  5.69 999 1007.0  10.5  11.3   8.3 99.0 99.00
2005 05 25 05 00  23  9.9 11.8  2.98  6.67  5.80 999 1007.5  10.2  11.3   8.9 99.0 99.00
2005 05 25 06 00  26 10.1 12.6  2.54  7.69  5.48 999 1006.7   9.9  11.3   8.8 99.0 99.00
2005 05 25 07 00  11  9.2 11.0  2.71  7.69  5.64 999 1006.0  10.1  11.4   8.9 99.0 99.00
2005 05 25 08 00  15  8.7 10.5  2.81  7.69  5.85 999 1005.9  10.8  11.3   8.0 99.0 99.00
2005 05 25 09 00 354  8.4 10.1  2.66  8.33  5.81 999 1005.7  10.7  11.3   8.3 99.0 99.00
2005 05 25 10 00 349  7.4  9.0  2.70  8.33  6.18 999 1005.7  10.6  11.2   8.2 99.0 99.00
2005 05 25 11 00 341  8.0  9.7  2.76  7.69  6.18 999 1005.8  10.7  11.2   8.1 99.0 99.00
2005 05 25 12 00 345  8.8 10.3  2.54  8.33  6.03 999 1005.8  10.9  11.2   8.0 99.0 99.00
2005 05 25 13 00 348  8.3 10.4  2.59  8.33  6.27 999 1005.9  11.0  11.3   8.1 99.0 99.00
2005 05 25 14 00 347  8.8 10.9  2.47 10.81  5.86 999 1005.7  10.8  11.2   8.5 99.0 99.00
2005 05 25 15 00 346  8.4  9.9  2.20 10.81  5.57 999 1005.9  10.6  11.1   8.8 99.0 99.00
2005 05 25 16 00   9  8.0 10.0  2.34 10.81  5.90 999 1006.3   9.4  11.2   8.6 99.0 99.00
2005 05 25 17 00   2  7.6  8.8  2.26 10.81  5.81 999 1006.1  10.4  11.2   7.6 99.0 99.00
2005 05 25 18 00   5  7.4  9.4  1.95  8.33  5.45 999 1006.2  10.2  11.3   8.0 99.0 99.00
2005 05 25 19 00   6  8.5  9.9  2.24  9.09  5.78 999 1006.2  10.5  11.3   8.4 99.0 99.00
2005 05 25 20 00 352  8.9 10.3  2.10 10.00  5.44 999 1006.3  10.4  11.4   8.9 99.0 99.00
2005 05 25 21 00 347  8.3  9.6  2.33  7.69  5.55 999 1006.6  10.1  11.3   9.1 99.0 99.00
2005 05 25 22 00 348  7.7  9.1  2.52  9.09  5.73 999 1006.5  10.6  11.3   9.4 99.0 99.00
2005 05 25 23 00 347  8.5  9.9  2.59  8.33  5.90 999 1006.3  10.4  11.3   9.7 99.0 99.00
2005 05 26 00 00 344  8.9 11.2  2.56  8.33  5.80 999 1006.1  10.5  11.3   9.8 99.0 99.00
2005 05 26 01 00 356 10.2 11.9  2.45  7.69  5.76 999 1005.7  10.8  11.3   9.6 99.0 99.00
2005 05 26 02 00 344  8.7 10.2  2.28  7.69  5.55 999 1005.8  11.0  11.3   9.6 99.0 99.00
2005 05 26 03 00 341  7.6  9.2  2.40  7.14  5.58 999 1005.8  11.2  11.3   9.4 99.0 99.00
2005 05 26 04 00 340  9.1 10.5  2.16  8.33  5.44 999 1005.4  11.1  11.3   9.1 99.0 99.00
2005 05 26 05 00 338  7.5  9.0  2.19 10.81  5.73 999 1004.9  10.8  11.3   9.5 99.0 99.00
2005 05 26 06 00 332  8.0  9.4  2.01  8.33  5.52 999 1004.3  11.0  11.3   9.7 99.0 99.00
2005 05 26 07 00 320  8.9 10.7  1.96  9.09  5.33 999 1003.6  11.5  11.3  10.5 99.0 99.00
2005 05 26 08 00 302  8.6 10.2  2.03  9.09  5.49 999 1003.2  11.6  11.3  10.6 99.0 99.00
2005 05 26 09 00 298  7.6  9.1  1.92  9.09  5.47 999 1002.9  11.8  11.4  10.7 99.0 99.00
2005 05 26 10 00 304  9.2 12.0  1.85  8.33  5.39 999 1002.9  12.0  11.5  10.8 99.0 99.00
