YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 10 10 00 174  5.7  6.7  0.79  6.25  5.17 999 1021.4   6.9   7.6   4.1 99.0 99.00
2005 01 10 11 00 182  6.1  6.9  0.81  7.14  4.40 999 1020.8   7.4   7.8   4.8 99.0 99.00
2005 01 10 12 00 199  6.5  8.0  0.82  7.14  4.42 999 1020.3   7.9   7.9   5.7 99.0 99.00
2005 01 10 13 00 198  7.6  8.7  0.86  7.69  3.99 999 1019.7   8.2   7.9   6.5 99.0 99.00
2005 01 10 14 00 217  7.0  8.5  0.94  8.33  4.13 999 1020.4   8.3   8.0   6.4 99.0 99.00
2005 01 10 15 00 222  7.3  9.4  0.91  8.33  4.17 999 1020.5   8.2   8.0   6.2 99.0 99.00
2005 01 10 16 00 214  8.0 10.2  1.02  9.09  4.40 999 1019.4   8.1   7.7   6.2 99.0 99.00
2005 01 10 17 00 238  7.1  8.5  0.97  9.09  4.21 999 1019.1   7.8   7.7   6.5 99.0 99.00
2005 01 10 18 00 241  5.3  6.2  0.90  4.00  4.25 999 1018.4   7.8   7.8   6.8 99.0 99.00
2005 01 10 19 00 294  2.3  2.9  0.87  9.09  4.64 999 1018.8   8.0   7.9   6.8 99.0 99.00
2005 01 10 20 00 340  3.1  3.9  0.78  9.09  4.64 999 1019.1   8.0   7.9   6.0 99.0 99.00
2005 01 10 21 00 342  3.0  3.8  0.75 10.00  4.91 999 1019.7   7.6   7.9   5.7 99.0 99.00
2005 01 10 22 00 336  1.9  2.8  0.70 10.00  4.83 999 1020.2   7.6   7.8   5.0 99.0 99.00
2005 01 10 23 00 336  2.8  3.4  0.65  9.09  4.85 999 1020.7   7.9   7.8   5.3 99.0 99.00
2005 01 11 00 00 342  3.6  4.3  0.67 10.00  5.35 999 1021.6   8.2   7.8   5.1 99.0 99.00
2005 01 11 01 00 342  2.9  3.3  0.64 10.00  5.07 999 1022.0   8.0   7.9   5.3 99.0 99.00
2005 01 11 02 00 341  2.8  3.4  0.67 10.00  5.58 999 1022.3   8.2   7.9   5.0 99.0 99.00
2005 01 11 03 00 345  3.6  4.3  0.64 10.00  5.69 999 1023.2   8.1   7.9   5.4 99.0 99.00
2005 01 11 04 00 341  4.9  5.7  0.66  9.09  6.05 999 1023.2   8.4   7.9   4.4 99.0 99.00
2005 01 11 05 00 334  4.6  5.3  0.67 10.00  5.86 999 1023.8   8.1   7.8   4.3 99.0 99.00
2005 01 11 06 00 345  4.3  5.1  0.62 10.00  5.77 999 1023.9   7.9   7.8   4.4 99.0 99.00
2005 01 11 07 00 344  3.7  4.5  0.58 10.00  5.25 999 1024.7   7.7   7.7   4.1 99.0 99.00
2005 01 11 08 00   8  2.8  3.5  0.60  9.09  4.96 999 1024.7   7.6   7.7   3.7 99.0 99.00
2005 01 11 09 00  33  4.7  5.6  0.59 10.00  5.03 999 1024.0   7.4   7.7   2.5 99.0 99.00
2005 01 11 10 00  28  5.9  6.8  0.62  9.09  4.18 999 1023.5   7.0   7.8   1.2 99.0 99.00
2005 01 11 11 00  17  5.0  5.8  0.66 10.00  3.84 999 1024.6   6.9   7.9   1.8 99.0 99.00
2005 01 11 12 00  25  5.2  6.0  0.70  9.09  3.86 999 1025.4   6.9   8.0   1.7 99.0 99.00
2005 01 11 13 00  10  3.8  4.8  0.70 10.00  4.16 999 1026.9   6.8   8.0   1.7 99.0 99.00
2005 01 11 14 00  26  3.6  4.6  0.72  3.85  4.07 999 1027.5   6.6   8.1   1.2 99.0 99.00
2005 01 11 15 00  79  5.2  6.4  0.74 10.00  4.17 999 1026.6   6.7   8.0   1.5 99.0 99.00
2005 01 11 16 00  90  6.1  7.1  0.70 10.00  3.96 999 1026.0   7.1   8.1   2.4 99.0 99.00
2005 01 11 17 00  97  6.6  7.8  0.72 10.00  3.89 999 1025.1   7.7   8.2   3.1 99.0 99.00
2005 01 11 18 00 106  6.6  8.1  0.76  9.09  3.85 999 1023.9   8.0   8.2   4.0 99.0 99.00
2005 01 11 19 00 124  4.6  6.0  0.80 10.00  3.83 999 1023.9   8.4   8.1   4.7 99.0 99.00
2005 01 11 20 00 124  4.9  6.2  0.80  9.09  4.02 999 1022.6   8.6   8.1   5.9 99.0 99.00
2005 01 11 21 00  97  3.7  4.8  0.77  8.33  3.96 999 1022.6   9.0   8.1   6.6 99.0 99.00
2005 01 11 22 00 113  4.0  4.7  0.78  9.09  3.94 999 1021.8   9.1   8.1   7.3 99.0 99.00
2005 01 11 23 00 135  5.2  5.7  0.84  4.17  4.03 999 1021.0   9.3   8.2   7.7 99.0 99.00
2005 01 12 00 00 137  5.8  7.5  0.92  4.00  4.05 999 1020.9   9.9   8.1   7.9 99.0 99.00
2005 01 12 01 00 150  9.1 12.3  1.01  4.76  3.80 999 1020.6  10.5   8.2   8.4 99.0 99.00
2005 01 12 02 00 156  7.3  8.6  1.15  4.76  3.99 999 1020.7  10.6   8.3   8.6 99.0 99.00
2005 01 12 03 00 169  5.3  5.8  1.19  5.00  4.26 999 1020.6  10.0   8.4   8.7 99.0 99.00
2005 01 12 04 00 226  2.7  3.7  1.06  5.56  4.42 999 1020.9   9.7   8.3   8.6 99.0 99.00
2005 01 12 05 00 287  1.0  1.4  1.15  5.56  4.65 999 1020.4   9.0   8.1   8.2 99.0 99.00
2005 01 12 06 00 254  0.1  0.5  1.18  5.56  4.84 999 1020.1   8.7   7.9   8.0 99.0 99.00
2005 01 12 07 00  32  1.6  1.9  1.10  5.56  4.65 999 1019.8   8.4   7.8   7.7 99.0 99.00
2005 01 12 08 00 196  0.6  1.2  0.96  5.26  4.58 999 1020.2   9.1   7.8   8.4 99.0 99.00
2005 01 12 09 00   1  1.0  1.4  1.15  5.56  4.81 999 1020.2   8.4   7.8   7.7 99.0 99.00
2005 01 12 10 00  70  0.8  1.2  1.12  5.26  4.62 999 1020.2   8.8   7.7   8.1 99.0 99.00
2005 01 12 11 00  92  2.0  2.2  1.05  5.26  4.56 999 1020.4   8.2   7.8   7.6 99.0 99.00
2005 01 12 12 00 130  1.7  2.0  1.04  5.56  4.66 999 1020.8   8.3   8.0   7.6 99.0 99.00
2005 01 12 13 00 149  2.3  2.8  1.01  5.26  4.78 999 1021.4   8.3   8.1   7.7 99.0 99.00
2005 01 12 14 00 148  3.1  3.5  0.93  5.88  4.82 999 1021.4   8.6   8.1   8.1 99.0 99.00
2005 01 12 15 00 156  3.7  4.3  0.90  5.56  4.95 999 1021.8   9.0   8.1   8.5 99.0 99.00
2005 01 12 16 00 163  3.0  3.5  0.94  5.88  5.12 999 1022.1   9.0   8.2   8.5 99.0 99.00
2005 01 12 17 00 166  4.1  4.7  1.02  6.67  5.35 999 1021.2   9.3   8.2   8.7 99.0 99.00
2005 01 12 18 00 181  4.0  4.9  1.14  6.25  5.61 999 1020.6   9.4   8.2   8.9 99.0 99.00
2005 01 12 19 00 183  4.5  5.1  1.13  6.67  5.72 999 1019.9   9.4   8.3   8.8 99.0 99.00
2005 01 12 20 00 192  5.2  6.1  1.14  7.14  5.53 999 1020.0   9.6   8.3   8.9 99.0 99.00
2005 01 12 21 00 193  5.2  6.1  1.29  7.14  5.56 999 1020.3   9.4   8.1   8.8 99.0 99.00
2005 01 12 22 00 188  4.1  5.1  1.38  7.69  5.76 999 1020.5   9.4   8.1   8.8 99.0 99.00
2005 01 12 23 00 199  5.2  6.1  1.37  7.69  5.63 999 1021.0   9.5   8.0   8.8 99.0 99.00
2005 01 13 00 00 202  5.6  6.5  1.53  7.69  5.70 999 1021.7   9.6   8.1   9.0 99.0 99.00
2005 01 13 01 00 201  6.3  7.5  1.31  6.67  5.26 999 1022.2  10.1   8.1   9.4 99.0 99.00
2005 01 13 02 00 202  5.6  6.4  1.29  7.14  4.98 999 1022.1   9.9   8.1   9.2 99.0 99.00
2005 01 13 03 00 206  5.5  6.1  1.40  7.69  5.38 999 1022.4   9.9   8.0   9.2 99.0 99.00
2005 01 13 04 00 200  5.8  7.0  1.37  7.69  5.61 999 1022.5  10.2   8.0   9.5 99.0 99.00
2005 01 13 05 00 208  6.3  7.2  1.18  7.14  5.20 999 1021.9  10.2   8.0   9.4 99.0 99.00
2005 01 13 06 00 209  6.0  7.0  1.13  7.69  4.92 999 1021.7  10.3   8.0   9.4 99.0 99.00
2005 01 13 07 00 204  5.6  6.6  1.20  7.14  5.17 999 1021.8  10.2   7.9   9.3 99.0 99.00
2005 01 13 08 00 198  4.3  5.1  1.16  7.69  5.26 999 1022.1   9.5   7.8   8.8 99.0 99.00
2005 01 13 09 00 191  4.5  5.1  1.17  7.69  5.36 999 1022.0   9.5   7.8   8.8 99.0 99.00
2005 01 13 10 00 187  4.2  4.7  1.23  8.33  5.48 999 1022.0   9.5   7.9   8.8 99.0 99.00
2005 01 13 11 00 197  5.0  5.6  1.26  7.69  5.39 999 1021.8   9.9   7.9   9.3 99.0 99.00
2005 01 13 12 00 190  6.2  7.0  1.22  7.69  5.40 999 1022.1  10.3   7.9   9.6 99.0 99.00
2005 01 13 13 00 196  6.4  7.4  1.11  7.14  4.77 999 1022.2  10.3   7.9   9.6 99.0 99.00
2005 01 13 14 00 187  5.9  6.5  1.16  7.14  5.14 999 1022.5  10.1   8.0   9.5 99.0 99.00
2005 01 13 15 00 197  7.1  8.1  1.10  8.33  4.68 999 1022.6  11.1   8.0  10.5 99.0 99.00
2005 01 13 16 00 191  9.5 11.1  1.24  8.33  4.41 999 1021.9  11.9   8.0  11.5 99.0 99.00
2005 01 13 17 00 189  9.0 10.4  1.36  4.76  4.38 999 1020.9  12.0   8.0  11.5 99.0 99.00
2005 01 13 18 00 182  8.1  9.1  1.37  7.69  4.46 999 1019.7  11.6   8.1  11.2 99.0 99.00
2005 01 13 19 00 185  8.9 10.4  1.34  7.69  4.59 999 1018.6  11.8   8.0  11.4 99.0 99.00
2005 01 13 20 00 184  8.7 10.4  1.37  5.56  4.68 999 1018.5  11.7   8.0  11.3 99.0 99.00
2005 01 13 21 00 180  8.3  9.4  1.41  5.00  4.72 999 1018.3  11.8   8.0  11.2 99.0 99.00
2005 01 13 22 00 184  8.7  9.9  1.45  5.26  4.51 999 1018.1  11.6   8.0  11.0 99.0 99.00
2005 01 13 23 00 179  9.0 10.4  1.49  5.26  4.41 999 1017.5  11.6   8.0  10.9 99.0 99.00
2005 01 14 00 00 181  9.6 11.0  1.45  5.00  4.29 999 1017.3  12.2   8.0  11.4 99.0 99.00
2005 01 14 01 00 183 10.0 11.4  1.64  5.26  4.47 999 1017.1  11.9   8.0  11.3 99.0 99.00
2005 01 14 02 00 180 10.1 11.4  1.79  5.56  4.62 999 1016.5  11.8   8.0  11.2 99.0 99.00
2005 01 14 03 00 182 10.5 11.9  1.64  5.56  4.39 999 1016.3  12.3   8.0  11.7 99.0 99.00
2005 01 14 04 00 180 10.1 11.9  1.70  6.25  4.52 999 1015.8  12.1   8.0  11.5 99.0 99.00
2005 01 14 05 00 185 11.3 13.5  2.21  5.88  4.85 999 1015.0  12.2   8.0  11.6 99.0 99.00
2005 01 14 06 00 191 11.7 13.8  2.14  6.25  4.91 999 1014.4  12.5   8.0  11.8 99.0 99.00
2005 01 14 07 00 189 11.4 14.5  2.41  6.25  5.28 999 1013.7  12.6   8.0  12.0 99.0 99.00
2005 01 14 08 00 183 13.0 15.1  2.80  7.14  5.50 999 1012.7  12.9   8.0  12.3 99.0 99.00
2005 01 14 09 00 188 12.4 15.2  2.77  7.69  5.51 999 1012.2  12.9   8.0  12.3 99.0 99.00
2005 01 14 10 00 186 12.3 14.7  2.93  7.69  5.67 999 1011.5  12.8   8.0  12.1 99.0 99.00
2005 01 14 11 00 190 11.2 12.7  2.78  7.14  5.56 999 1011.9  12.3   8.0  11.7 99.0 99.00
2005 01 14 12 00 191 10.4 11.8  2.59  7.69  5.52 999 1011.4  12.3   8.0  11.7 99.0 99.00
2005 01 14 13 00 183 11.8 13.6  2.71  7.69  5.61 999 1011.0  12.3   7.9  11.6 99.0 99.00
2005 01 14 14 00 195 12.4 15.0  3.01  8.33  5.66 999 1010.8  12.8   7.9  12.0 99.0 99.00
2005 01 14 15 00 328  6.3  8.1  2.23  7.69  5.42 999 1014.2  10.8   8.0  10.2 99.0 99.00
2005 01 14 16 00 317  9.9 13.2  2.46  8.33  5.85 999 1015.3   9.3   7.9   8.6 99.0 99.00
2005 01 14 17 00 330 13.4 16.6  2.20  9.09  5.09 999 1016.8   7.7   8.0   6.6 99.0 99.00
2005 01 14 18 00 332 14.0 16.9  2.23  5.26  4.82 999 1017.5   6.8   8.0   5.8 99.0 99.00
2005 01 14 19 00 330 15.3 18.7  2.45  5.26  4.86 999 1019.5   5.5   8.0   4.3 99.0 99.00
2005 01 14 20 00 343 15.1 17.5  2.55  5.88  5.07 999 1021.0   4.5   7.9   3.1 99.0 99.00
2005 01 14 21 00 347 12.3 15.5  2.30  5.88  4.88 999 1022.5   4.8   7.9   3.2 99.0 99.00
2005 01 14 22 00 344 10.8 12.7  2.34  5.56  4.95 999 1024.2   5.3   7.9   2.9 99.0 99.00
2005 01 14 23 00 353 11.0 13.4  1.92  6.25  4.69 999 1025.2   5.8   7.9   2.2 99.0 99.00
2005 01 15 00 00 357 10.5 12.3  2.06  6.25  4.94 999 1027.1   5.7   7.9   1.6 99.0 99.00
2005 01 15 01 00 354 10.6 12.3  1.93  6.25  4.86 999 1028.4   5.7   8.0   1.1 99.0 99.00
2005 01 15 02 00 355  8.9 10.9  2.11  6.67  5.16 999 1029.4   5.6   8.0   1.2 99.0 99.00
2005 01 15 03 00   3  9.3 11.2  2.08  5.56  5.10 999 1030.6   5.5   8.0   0.1 99.0 99.00
2005 01 15 04 00 360  9.5 11.1  1.96  5.88  5.05 999 1030.7   5.4   7.9  -0.5 99.0 99.00
2005 01 15 05 00 356  9.0 11.2  1.91  6.25  4.94 999 1031.9   5.4   8.0  -0.6 99.0 99.00
2005 01 15 06 00   3  9.8 11.9  1.82  6.25  4.83 999 1031.5   5.0   8.0  -1.0 99.0 99.00
2005 01 15 07 00   2  9.6 11.6  1.84  7.14  4.91 999 1032.7   4.9   7.9  -0.8 99.0 99.00
2005 01 15 08 00 354 10.1 12.6  1.72  7.14  4.68 999 1033.2   4.6   7.9  -1.1 99.0 99.00
2005 01 15 09 00   2 10.7 13.0  1.81  5.88  4.61 999 1033.5   4.2   7.9  -1.0 99.0 99.00
2005 01 15 10 00 357 11.4 13.3  1.87  6.67  4.57 999 1034.6   3.7   7.9  -1.8 99.0 99.00
2005 01 15 11 00 352 11.9 14.0  2.01  5.56  4.58 999 1035.1   3.2   7.9  -3.6 99.0 99.00
2005 01 15 12 00 359 11.2 13.4  1.93  6.67  4.64 999 1036.0   2.6   7.9  -4.6 99.0 99.00
2005 01 15 13 00   2 10.2 12.2  1.93  6.25  4.77 999 1037.1   2.3   7.9  -4.2 99.0 99.00
2005 01 15 14 00   2 10.6 12.4  1.92  6.67  4.85 999 1038.2   1.9   7.9  -4.2 99.0 99.00
2005 01 15 15 00   5  9.9 11.9  1.91  6.25  4.91 999 1039.2   1.8   7.9  -3.8 99.0 99.00
2005 01 15 16 00  12  9.3 11.2  1.93  5.88  4.79 999 1039.6   1.7   7.9  -4.7 99.0 99.00
2005 01 15 17 00  14  9.0 11.7  1.89  7.14  4.90 999 1039.1   1.2   7.9  -5.1 99.0 99.00
2005 01 15 18 00  11  8.7 10.9  1.81  6.67  4.89 999 1038.4   1.5   7.9  -2.9 99.0 99.00
2005 01 15 19 00  14  8.9 11.1  1.69  6.25  4.68 999 1037.9   1.8   7.9  -2.1 99.0 99.00
2005 01 15 20 00  17  9.2 10.6  1.83  6.25  4.63 999 1037.4   2.1   7.9  -2.1 99.0 99.00
2005 01 15 21 00  18  9.1 11.4  1.71  6.25  4.72 999 1037.6   2.5   7.9  -1.8 99.0 99.00
2005 01 15 22 00  27  8.7 11.7  1.78  6.25  4.69 999 1038.0   2.3   7.8  -3.2 99.0 99.00
2005 01 15 23 00  19  8.3 10.5  1.77  5.88  4.76 999 1038.2   2.4   7.8  -3.6 99.0 99.00
2005 01 16 00 00  27  7.8  9.9  1.74  6.25  4.89 999 1038.4   2.7   7.7  -3.3 99.0 99.00
2005 01 16 01 00  32  8.4  9.9  1.73  6.67  4.82 999 1038.2   3.2   7.8  -2.6 99.0 99.00
2005 01 16 02 00  30  8.2  9.8  1.67  7.14  4.80 999 1038.1   3.5   7.8  -2.0 99.0 99.00
2005 01 16 03 00  31  9.0 11.2  1.68  6.25  4.74 999 1037.2   3.5   7.8  -2.3 99.0 99.00
2005 01 16 04 00  35  8.6 11.2  1.68  6.25  4.67 999 1036.9   3.8   7.7  -1.9 99.0 99.00
2005 01 16 05 00  30  8.4 10.2  1.60  5.88  4.64 999 1036.5   4.0   7.5  -1.6 99.0 99.00
2005 01 16 06 00  23  8.0  9.8  1.54  5.88  4.68 999 1035.8   4.0   7.5  -1.2 99.0 99.00
2005 01 16 07 00  22  9.0 11.1  1.60  5.88  4.69 999 1035.0   4.2   7.5  -0.2 99.0 99.00
2005 01 16 08 00  22  9.5 11.7  1.63  5.26  4.50 999 1034.1   4.4   7.5   0.3 99.0 99.00
2005 01 16 09 00  22 10.7 13.2  1.81  5.26  4.65 999 1032.8   4.5   7.6   0.9 99.0 99.00
2005 01 16 10 00  26 10.9 12.6  2.06  5.88  4.88 999 1032.8   4.5   7.6   1.0 99.0 99.00
2005 01 16 11 00  23 11.7 14.1  2.17  6.25  4.83 999 1031.9   4.8   7.5   1.6 99.0 99.00
2005 01 16 12 00  24 12.7 15.0  2.44  5.56  4.90 999 1031.1   4.8   7.5   1.7 99.0 99.00
2005 01 16 13 00  37 12.7 14.9  2.35  6.25  5.06 999 1029.8   5.2   7.5   1.6 99.0 99.00
2005 01 16 14 00  31 11.8 13.9  2.57  5.88  5.20 999 1030.2   5.3   7.4   1.7 99.0 99.00
2005 01 16 15 00  25 12.5 14.4  2.59  6.67  5.28 999 1029.5   5.3   7.4   2.3 99.0 99.00
2005 01 16 16 00  31 12.3 14.5  2.63  5.56  5.24 999 1028.5   5.4   7.4   1.9 99.0 99.00
2005 01 16 17 00  23 13.1 15.6  2.76  6.67  5.35 999 1026.2   4.9   7.4   2.2 99.0 99.00
2005 01 16 18 00  22 13.2 16.2  3.11  7.14  5.72 999 1024.1   4.8   7.4   2.1 99.0 99.00
2005 01 16 19 00  32 13.1 15.6  3.13  7.69  5.75 999 1022.3   4.8   7.4   1.6 99.0 99.00
2005 01 16 20 00  27 12.6 15.2  3.50  7.69  6.11 999 1022.2   4.6   7.4   0.6 99.0 99.00
2005 01 16 21 00  20 12.8 15.4  3.50  7.14  6.17 999 1022.3   3.7   7.4   1.0 99.0 99.00
2005 01 16 22 00  25 12.3 14.6  3.60  9.09  6.21 999 1021.4   3.7   7.3   1.1 99.0 99.00
2005 01 16 23 00  14 13.0 15.5  3.67  8.33  6.23 999 1021.0   3.4   7.2   0.5 99.0 99.00
2005 01 17 00 00  14 11.8 15.1  3.61  9.09  6.28 999 1021.0   3.2   7.2   1.3 99.0 99.00
2005 01 17 01 00   9 11.9 14.3  3.51 10.00  6.28 999 1020.8   3.2   7.2   0.7 99.0 99.00
2005 01 17 02 00   4 12.3 14.8  3.62  9.09  6.25 999 1019.9   2.9   7.1  -0.2 99.0 99.00
2005 01 17 03 00 356 11.5 13.4  3.52 10.81  6.43 999 1019.9   2.1   7.0  -1.0 99.0 99.00
2005 01 17 04 00 348 10.4 12.6  3.37  9.09  6.53 999 1020.3   1.5   7.0  -2.2 99.0 99.00
2005 01 17 05 00 327 11.2 13.1  3.17  8.33  6.34 999 1021.0   0.6   6.9  -4.7 99.0 99.00
2005 01 17 06 00 330 11.7 13.7  2.86 10.00  6.11 999 1021.0   0.7   6.8  -5.8 99.0 99.00
2005 01 17 07 00 332 10.4 13.0  3.08 10.00  6.21 999 1020.9   1.0   6.8  -4.7 99.0 99.00
2005 01 17 08 00 328 10.4 12.5  3.06 10.00  6.46 999 1021.1   0.9   6.8 999.0 99.0 99.00
2005 01 17 09 00 309 10.7 13.4  2.98 10.81  6.15 999 1021.3   0.7   6.7  -2.3 99.0 99.00
2005 01 17 10 00 306 12.0 15.3  2.93 10.00  6.13 999 1021.5   0.2   6.8  -2.9 99.0 99.00
2005 01 17 11 00 317 14.3 17.4  3.00 10.81  5.83 999 1021.6   0.4   6.8  -3.9 99.0 99.00
2005 01 17 12 00 333 13.1 17.2  3.06 10.81  5.77 999 1022.7   0.4   6.7  -3.3 99.0 99.00
2005 01 17 13 00 338 13.2 16.0  3.03 10.00  5.68 999 1023.5   0.0   6.6  -5.1 99.0 99.00
2005 01 17 14 00 334 12.7 16.1  3.12 10.00  6.00 999 1024.2  -0.3   6.5  -4.9 99.0 99.00
2005 01 17 15 00 318 14.4 17.5  3.03 10.81  5.73 999 1024.7  -0.9   6.5  -6.3 99.0 99.00
2005 01 17 16 00 314 13.8 17.6  3.00  5.88  5.81 999 1025.1  -1.5   6.5  -7.2 99.0 99.00
2005 01 17 17 00 306 12.6 15.7  2.92 10.81  6.24 999 1024.8  -1.8   6.5  -7.1 99.0 99.00
2005 01 17 18 00 306 12.8 15.5  2.76 10.00  5.84 999 1024.0  -1.8   6.4  -8.0 99.0 99.00
2005 01 17 19 00 308 13.3 15.7  2.72 10.00  5.74 999 1023.8  -1.9   6.4  -8.4 99.0 99.00
2005 01 17 20 00 312 11.7 15.5  2.82 10.81  6.07 999 1024.4  -1.9   6.4  -9.8 99.0 99.00
2005 01 17 21 00 316 11.9 15.6  2.53 11.43  5.55 999 1024.6  -2.0   6.6 -10.9 99.0 99.00
2005 01 17 22 00 302 10.7 14.1  2.55 11.43  5.83 999 1025.4  -2.0   6.5  -9.7 99.0 99.00
2005 01 17 23 00 301 12.9 15.9  2.37 11.43  5.41 999 1026.3  -2.9   6.4 -11.5 99.0 99.00
2005 01 18 00 00 308 11.9 14.9  2.28 11.43  5.49 999 1027.6  -3.5   6.4 -11.5 99.0 99.00
2005 01 18 01 00 302 14.0 17.5  2.50 10.81  5.50 999 1028.2  -3.9   6.3 -11.6 99.0 99.00
2005 01 18 02 00 313 13.9 17.0  2.27 10.00  5.20 999 1028.9  -4.4   6.3 -12.3 99.0 99.00
2005 01 18 03 00 306 14.3 17.7  2.62 11.43  5.56 999 1029.3  -4.8   6.3 -12.6 99.0 99.00
2005 01 18 04 00 308 13.8 16.7  2.54 10.81  5.38 999 1029.6  -4.8   6.2 -11.9 99.0 99.00
2005 01 18 05 00 308 13.7 17.0  2.71  6.25  5.62 999 1029.9  -5.2   6.2 -12.5 99.0 99.00
2005 01 18 06 00 305 12.9 16.0  2.61  6.25  5.45 999 1030.1  -5.5   6.2 -12.5 99.0 99.00
2005 01 18 07 00 307 13.3 17.6  2.47  6.25  5.32 999 1030.4  -5.6   6.2 -12.5 99.0 99.00
2005 01 18 08 00 306 13.3 17.6  2.53 11.43  5.48 999 1030.5  -5.8   6.2 -12.3 99.0 99.00
2005 01 18 09 00 307 13.4 17.8  2.31  6.25  5.04 999 1031.0  -5.5   6.2 -10.9 99.0 99.00
2005 01 18 10 00 319 13.0 17.3  2.53  5.88  5.17 999 1031.7  -5.5   6.2 -11.8 99.0 99.00
2005 01 18 11 00 314 12.4 15.1  2.34  5.88  4.91 999 1032.4  -5.6   6.2 -11.9 99.0 99.00
2005 01 18 12 00 309 13.5 16.4  2.17  5.88  4.83 999 1033.2  -5.9   6.3 -11.9 99.0 99.00
2005 01 18 13 00 307 13.5 16.7  2.23  5.88  4.85 999 1034.2  -6.6   6.1 -12.6 99.0 99.00
2005 01 18 14 00 307 13.0 16.4  2.10  5.56  4.75 999 1035.3  -6.4   6.1 -12.3 99.0 99.00
2005 01 18 15 00 313 12.2 15.5  2.14  5.88  4.73 999 1035.8  -6.8   6.0 -13.3 99.0 99.00
2005 01 18 16 00 316 12.0 14.9  2.03  5.56  4.85 999 1036.2  -6.7   6.0 -13.8 99.0 99.00
2005 01 18 17 00 314 12.4 16.6  1.79  5.88  4.61 999 1035.6  -6.2   6.0 -13.1 99.0 99.00
2005 01 18 18 00 313 13.6 17.1  1.97  4.76  4.70 999 1035.2  -6.4   6.0 -13.8 99.0 99.00
2005 01 18 19 00 317 12.4 16.5  2.04  5.56  4.79 999 1035.0  -6.4   5.9 -13.5 99.0 99.00
2005 01 18 20 00 315 11.7 14.9  2.17  5.88  4.92 999 1035.6  -6.2   5.9 -13.1 99.0 99.00
2005 01 18 21 00 318 12.3 15.5  2.15  5.88  4.87 999 1035.4  -5.9   5.9 -13.5 99.0 99.00
2005 01 18 22 00 326 10.4 12.9  1.88  5.26  4.64 999 1035.7  -5.6   5.9 -13.1 99.0 99.00
2005 01 18 23 00 329 10.8 13.5  1.85  5.26  4.68 999 1036.4  -5.3   5.8 -12.9 99.0 99.00
2005 01 19 00 00 326 10.2 15.6  1.73  5.00  4.37 999 1037.5  -5.1   5.8 -12.0 99.0 99.00
2005 01 19 01 00 333  9.7 12.0  1.57  4.76  4.33 999 1037.5  -5.5   5.8 -13.6 99.0 99.00
2005 01 19 02 00 347  8.9 11.2  1.48  4.76  4.37 999 1037.4  -5.6   5.7 -14.4 99.0 99.00
2005 01 19 03 00 347  8.2 10.4  1.39  5.56  4.41 999 1037.1  -6.1   5.7 -14.5 99.0 99.00
2005 01 19 04 00 344  7.3 10.5  1.34  5.00  4.35 999 1037.1  -6.3   5.7 -14.5 99.0 99.00
2005 01 19 05 00   4  6.0  7.9  1.22  5.00  4.55 999 1036.0  -6.5   5.7 -14.3 99.0 99.00
2005 01 19 06 00  16  4.4  5.7  1.13  4.35  4.54 999 1034.6  -6.4   5.7 -13.9 99.0 99.00
2005 01 19 07 00 352  2.5  5.0  1.06  6.25  4.77 999 1034.5  -6.3   5.7 -13.6 99.0 99.00
2005 01 19 08 00   5  2.8  4.5  1.08  5.88  4.76 999 1034.4  -5.9   5.8 -12.7 99.0 99.00
2005 01 19 09 00  13  1.7  4.3  0.96 11.43  4.78 999 1033.3  -5.9   5.8 -12.1 99.0 99.00
2005 01 19 10 00 284  0.5  2.0  0.91 10.81  4.99 999 1032.6  -5.7   5.7 -11.8 99.0 99.00
2005 01 19 11 00 232  1.4  2.8  0.87 12.12  5.19 999 1032.2  -5.3   5.7 -11.5 99.0 99.00
2005 01 19 12 00 171  1.8  3.5  0.79 11.43  5.31 999 1031.7  -4.7   5.7 -10.5 99.0 99.00
2005 01 19 13 00 195  4.4  6.7 99.00 99.00 99.00 999 1030.9  -3.7   5.7  -9.3 99.0 99.00
2005 01 19 14 00 185  6.7  8.2  0.70 11.43  4.61 999 1030.0  -2.7   5.5  -8.4 99.0 99.00
2005 01 19 15 00 213  6.8  8.9  0.80 10.81  3.95 999 1028.8  -2.2   5.6  -6.5 99.0 99.00
2005 01 19 16 00 210  9.2 11.3  0.86  3.23  3.69 999 1027.5  -1.4   5.6  -6.8 99.0 99.00
2005 01 19 17 00 206  9.4 11.7  0.99  3.85  3.85 999 1025.3  -0.6   5.7  -6.0 99.0 99.00
2005 01 19 18 00 218  9.5 12.2  1.14  4.00  3.78 999 1023.4  -0.1   5.7  -5.6 99.0 99.00
2005 01 19 19 00 224  9.9 12.0  1.39  4.55  4.00 999 1022.0   0.1   5.7  -5.8 99.0 99.00
2005 01 19 20 00 223 10.2 12.2  1.36  4.76  4.03 999 1020.5  -0.3   5.7  -4.9 99.0 99.00
2005 01 19 21 00 242  9.1 10.8  1.56  5.26  4.27 999 1019.8  -1.4   5.7  -3.7 99.0 99.00
2005 01 19 22 00 221 10.0 11.7  1.27  5.00  4.09 999 1018.4  -0.8   5.8  -2.7 99.0 99.00
