YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
91 01 11 05 999 99.0 99.0 01.10 10.00 06.10 999 1036.0  06.0 999.0 999.0 99.0
91 01 11 06 999 99.0 99.0 01.10 10.00 05.70 999 1035.7  05.9 999.0 999.0 99.0
91 01 11 07 999 99.0 99.0 01.30 10.00 05.60 999 1035.2  06.0 999.0 999.0 99.0
91 01 11 08 999 99.0 99.0 01.30 10.00 05.40 999 1035.8  06.3 999.0 999.0 99.0
91 01 11 09 999 99.0 99.0 01.30 05.00 05.10 999 1034.4  06.5 999.0 999.0 99.0
91 01 11 10 999 99.0 99.0 01.60 05.00 05.00 999 1034.0  05.6 999.0 999.0 99.0
91 01 11 11 999 99.0 99.0 02.00 05.90 05.30 999 1034.6  05.5 999.0 999.0 99.0
91 01 11 12 999 99.0 99.0 02.10 06.20 05.50 999 1033.7  05.1 999.0 999.0 99.0
91 01 11 13 999 99.0 99.0 02.20 06.20 05.60 999 1033.2  05.6 999.0 999.0 99.0
91 01 11 14 999 99.0 99.0 02.30 06.20 05.60 999 1032.6  05.9 999.0 999.0 99.0
91 01 11 15 999 99.0 99.0 99.00 99.00 99.00 999 1031.4  07.1 999.0 999.0 99.0
91 01 11 16 999 99.0 99.0 02.60 07.10 05.80 999 1029.9  07.1 999.0 999.0 99.0
91 01 11 17 999 99.0 99.0 03.10 06.70 06.10 999 1028.9  07.4 999.0 999.0 99.0
91 01 11 18 999 99.0 99.0 03.30 07.10 06.30 999 1027.2  06.7 999.0 999.0 99.0
91 01 11 19 999 99.0 99.0 03.10 07.70 06.30 999 1025.5  07.0 999.0 999.0 99.0
